doc_id	title	author_id	first_name	surname_prefix	surname	full_name	birth_year	death_year	year_of_publication
quer002zege01	Zegepraal	quer002	Israël		Querido	Querido, Israël	1872.0	1932.0	1904
pott002ssch01	Bouck der bloemen	pott002	Dirc		Potter	Potter, Dirc	1370.0	1428.0	1904
love002twis01	De twistappel	love002	Virginie		Loveling	Loveling, Virginie	1836.0	1923.0	1904
penn006wate03	De watervloed. Een verhaal van den Sint-Elizabethsvloed 	penn006	Louwrens		Penning	Penning, Louwrens	1854.0	1927.0	1904
rhod001stij05	Stijfkopje op school	rhod001	Emmy	von	Rhoden	Rhoden, Emmy von	1839.0	1885.0	1893
zaal004inde01	In de klauwen van den gelen draak	zaal004	Louise		Zaalberg	Zaalberg, Louise			1904
rikk001codj01	Codjo, de brandstichter	rikk001	H. F.		Rikken	Rikken, H. F.	1863.0	1908.0	1904
gogh002inhe01	In het bloembollenland	gogh002	Anna	van	Gogh-Kaulbach	Gogh-Kaulbach, Anna van	1869.0	1960.0	1904
reyn008zeve01	Zeventien	reyn008	Jeanne		Reyneke van Stuwe	Reyneke van Stuwe, Jeanne	1874.0	1951.0	1904
abee001kare01	Karel en Theresia	abee001	Albijn	van den	Abeele	Abeele, Albijn van den	1835.0	1918.0	1866
scha042spro01	Sprotje	scha042	Margo		Scharten-Antink	Scharten-Antink, Margo	1869.0	1957.0	1905
verm011mann01	Mannenwetten. Deel 1	verm011	Gustaaf		Vermeersch	Vermeersch, Gustaaf	1877.0	1924.0	1905
oeve003kemp01	Kempische vertelsels	oeve003	Karel	van den	Oever	Oever, Karel van den	1879.0	1926.0	1905
boud007kind01	Kinderen	boud007	Ina		Boudier-Bakker	Boudier-Bakker, Ina	1875.0	1966.0	1905
coen006burg01	Burgermenschen	coen006	Frans		Coenen	Coenen, Frans	1866.0	1936.0	1905
hoek132manv01	De man van Timbuctu	hoek132	Henri	van der	Hoek	Hoek, Henri van der			1905
hove006naar01	Naar Holland en terug	hove006	Thérèse		Hoven	Hoven, Thérèse	1860.0	1941.0	1905
witm001lach03	Lachebekje	witm001	Tine	van	Berken	Berken, Tine van	1870.0	1899.0	1898
witm001uite01	Uit en thuis	witm001	Tine	van	Berken	Berken, Tine van	1870.0	1899.0	1898
witm001onde03	Onder vriendjes	witm001	Tine	van	Berken	Berken, Tine van	1870.0	1899.0	1905
tane001scho01	Een schooljongen op reis	tane001	Karl		Tanera	Tanera, Karl			1905
reyn008huiz01	Zijden en keerzijden. Deel 1. Huize ter Aar	reyn008	Jeanne		Reyneke van Stuwe	Reyneke van Stuwe, Jeanne	1874.0	1951.0	1905
coup002berg01	De berg van licht	coup002	Louis		Couperus	Couperus, Louis	1863.0	1923.0	1905
love002erfe01	Erfelijk belast	love002	Virginie		Loveling	Loveling, Virginie	1836.0	1923.0	1906
kiev001woel07	In woelige dagen	kiev001	C.J.		Kieviet	Kieviet, C.J.	1858.0	1931.0	1894
coen006zwak01	Een zwakke	coen006	Frans		Coenen	Coenen, Frans	1866.0	1936.0	1906
niem008gehe01	Het geheim van de Mummie 	niem008	August		Niemann	Niemann, August	1839.0	1919.0	1906
jowa001claa01	Claartje	jowa001	A.		Jowal	Jowal, A.	1880.0	1965.0	1906
eren001kort01	Korte verhalen	eren001	Emile		Erens	Erens, Emile	1865.0	1951.0	1906
bosb002enge02	Engelschen te Rome. Romantische épisode uit de regering van paus Sixtus V	bosb002	A.L.G.		Bosboom-Toussaint	Bosboom-Toussaint, A.L.G.	1812.0	1886.0	1839
kiev001twee09	De twee broeders. Een Kennemer legende uit de jaren 1420-1436	kiev001	C.J.		Kieviet	Kieviet, C.J.	1858.0	1931.0	1906
kiev001aben05	Ab en z'n vrienden	kiev001	C.J.		Kieviet	Kieviet, C.J.	1858.0	1931.0	1903
brus002land01	Landlooperij	brus002	M.J.		Brusse	Brusse, M.J.	1873.0	1941.0	1906
albe002hare01	Den harem ontvlucht. Een Turksch verhaal uit onze dagen (juni 1904-1906)	albe002	Catharina		Alberdingk Thijm	Alberdingk Thijm, Catharina	1848.0	1908.0	1906
albe002koni03	Koningsliefde. Het drama in Servië	albe002	Catharina		Alberdingk Thijm	Alberdingk Thijm, Catharina	1848.0	1908.0	1906
stre009vlas01	De vlaschaard	stre009	Stijn		Streuvels	Streuvels, Stijn	1871.0	1969.0	1907
verm011nazo01	Nazomer	verm011	Gustaaf		Vermeersch	Vermeersch, Gustaaf	1877.0	1924.0	1907
sche034zwer02	Een zwerver verdwaald	sche034	Arthur	van	Schendel	Schendel, Arthur van	1874.0	1946.0	1907
salo001meis01	Een meisje-studentje	salo001	Annie		Salomons	Salomons, Annie	1885.0	1980.0	1907
love002jong01	Jonggezellen levens	love002	Virginie		Loveling	Loveling, Virginie	1836.0	1923.0	1907
muld014humo01	Humor en satire	muld014	Lodewijk		Mulder	Mulder, Lodewijk	1822.0	1907.0	1907
maur005vana01	Van allerlei slag	maur005	Justus	van	Maurik	Maurik, Justus van	1846.0	1904.0	1881
brug004insc01	In de schaduw (van kinderleven)	brug004	Carry	van	Bruggen	Bruggen, Carry van	1881.0	1932.0	1907
hulz002ontr01	De ontredderden. Eerste bundel	hulz002	Gerard	van	Hulzen	Hulzen, Gerard van	1860.0	1940.0	1907
hulz002wrak01	Wrakke levens	hulz002	Gerard	van	Hulzen	Hulzen, Gerard van	1860.0	1940.0	1907
woud008mijn04	Mijne levensherinneringen	woud008	Johanna	van	Woude	Woude, Johanna van	1853.0	1904.0	1907
waal007noor01	Noortje Velt	waal007	Jacqueline	van der	Waals	Waals, Jacqueline van der	1868.0	1922.0	1907
kiev001okke02	Okke Tannema	kiev001	C.J.		Kieviet	Kieviet, C.J.	1858.0	1931.0	1904
kiev001club02	De club op reis	kiev001	C.J.		Kieviet	Kieviet, C.J.	1858.0	1931.0	1903
scha042cath02	Catherine	scha042	Margo		Scharten-Antink	Scharten-Antink, Margo	1869.0	1957.0	1899
hulz002zwer03	Zwervers. Tweede boek	hulz002	Gerard	van	Hulzen	Hulzen, Gerard van	1860.0	1940.0	1907
reyn008arl_01	Zijden en keerzijden. Deel 3. Arl	reyn008	Jeanne		Reyneke van Stuwe	Reyneke van Stuwe, Jeanne	1874.0	1951.0	1907
thij006bare01	Barend Wels	thij006	Theo		Thijssen	Thijssen, Theo	1879.0	1943.0	1908
paap002dood01	De doodsklok van het Damrak	paap002	Willem		Paap	Paap, Willem	1856.0	1923.0	1908
paap002vinc01	Vincent Haman	paap002	Willem		Paap	Paap, Willem	1856.0	1923.0	1898
abko001hein01	Hein Stavast	abko001	Chr.	van	Abkoude	Abkoude, Chr. van	1880.0	1960.0	1908
corn100beli01	Belijdenis en leven	corn100			Cornelia	Cornelia			1880
loui001njoo01	Njootje en Nonnie	loui001			Louise B.B.	Louise B.B.	1859.0	1913.0	1908
witm001mijn03	Mijn zusters en ik	witm001	Tine	van	Berken	Berken, Tine van	1870.0	1899.0	1896
witm001goed01	Goede kameraadjes	witm001	Tine	van	Berken	Berken, Tine van	1870.0	1899.0	1897
hulz002ontr02	De ontredderden. Tweede bundel	hulz002	Gerard	van	Hulzen	Hulzen, Gerard van	1860.0	1940.0	1908
zegg001goud01	De gouden kris	zegg001	Marie C.	van	Zeggelen	Zeggelen, Marie C. van	1870.0	1957.0	1908
feit004reis01	De reis om de wereld in veertig dagen of De zoon van Phileas Fogg	feit004	Jan		Feith	Feith, Jan	1874.0	1944.0	1908
fore002pass01	Passiebloemen (onder de naam Lucy d'Audretsch)	fore002	Ellen		Forest	Forest, Ellen	1878.0	1959.0	1909
thij006jong01	Jongensdagen	thij006	Theo		Thijssen	Thijssen, Theo	1879.0	1943.0	1909
teir001ivor01	Het ivoren aapje	teir001	Herman		Teirlinck	Teirlinck, Herman	1879.0	1967.0	1937
broe019hofs01	Hofstad. Deel 1	broe019	Johan W.		Broedelet	Broedelet, Johan W.	1877.0	1946.0	1909
scha042spro02	Sprotje heeft een dienst	scha042	Margo		Scharten-Antink	Scharten-Antink, Margo	1869.0	1957.0	1909
boud007dorr01	Een dorre plant	boud007	Ina		Boudier-Bakker	Boudier-Bakker, Ina	1875.0	1966.0	1909
brug004goen01	Goenong-Djatti	brug004	Carry	van	Bruggen	Bruggen, Carry van	1881.0	1932.0	1909
brug004nbad01	'n Badreisje in de tropen	brug004	Carry	van	Bruggen	Bruggen, Carry van	1881.0	1932.0	1909
broe019hofs02	Hofstad. Deel 2	broe019	Johan W.		Broedelet	Broedelet, Johan W.	1877.0	1946.0	1909
eede003nach01	De nachtbruid	eede003	Frederik	van	Eeden	Eeden, Frederik van	1860.0	1932.0	1909
kiev001badr03	Het badreisje van Cor Slung	kiev001	C.J.		Kieviet	Kieviet, C.J.	1858.0	1931.0	1895
soer001cath01	Catharina	soer001	Elise		Soer	Soer, Elise	1854.0	1948.0	1909
wehl002voor01	Vooruitgestuurd	wehl002	Nannie	van	Wehl	Wehl, Nannie van	1880.0	1944.0	1909
maur005oude01	Oude kennissen	maur005	Justus	van	Maurik	Maurik, Justus van	1846.0	1904.0	1895
maur005stil01	Stille menschen	maur005	Justus	van	Maurik	Maurik, Justus van	1846.0	1904.0	1890
twai001lotg10	De lotgevallen van Tom Sawyer	twai001	Mark		Twain	Twain, Mark	1835.0	1910.0	1909
reyn008vrij01	Zijden en keerzijden. Deel 5. Vrije kracht. Uit het leven van Odilia Berghem, medisch studente	reyn008	Jeanne		Reyneke van Stuwe	Reyneke van Stuwe, Jeanne	1874.0	1951.0	1909
verm011roll01	Het rollende leven. Deel 1	verm011	Gustaaf		Vermeersch	Vermeersch, Gustaaf	1877.0	1924.0	1910
verm011roll02	Het rollende leven. Deel 2	verm011	Gustaaf		Vermeersch	Vermeersch, Gustaaf	1877.0	1924.0	1910
tous004land01	Landelijk minnespel	tous004	Fernand		Toussaint van Boelaere	Toussaint van Boelaere, Fernand	1875.0	1947.0	1910
buys009ezel01	Het 'ezelken', wat niet vergeten was	buys009	Cyriel		Buysse	Buysse, Cyriel	1859.0	1932.0	1910
abko001time01	Tim en Tom	abko001	Chr.	van	Abkoude	Abkoude, Chr. van	1880.0	1960.0	1910
witm001kibb01	Kibbelaarstertje	witm001	Tine	van	Berken	Berken, Tine van	1870.0	1899.0	1895
woud008holl02	Hollandsch binnenhuisje	woud008	Johanna	van	Woude	Woude, Johanna van	1853.0	1904.0	1888
vlet002rood03	De roode molen 	vlet002	A.C.C.	de	Vletter	Vletter, A.C.C. de	1866.0	1935.0	1910
ivoi001dick01	Dick Fann en de radium-dieven 	ivoi001	Paul	d'	Ivoi	Ivoi, Paul d'	1856.0	1915.0	1910
gerd001verl04	De verloren schuldbekentenis 	gerd001	Eduard		Gerdes	Gerdes, Eduard	1821.0	1898.0	1869
vers010jeug01	Jeugd	vers010	Frans		Verschoren	Verschoren, Frans	1874.0	1951.0	1910
brug004verl02	De verlatene	brug004	Carry	van	Bruggen	Bruggen, Carry van	1881.0	1932.0	1910
kind008wond01	De wonderlijke lotgevallen van Jan zonder Vrees	kind008	Constant	de	Kinder	Kinder, Constant de	1863.0	1943.0	1910
maas003land01	Landelijke eenvoud	maas003	H.H.J.		Maas	Maas, H.H.J.	1877.0	1958.0	1910
schu012janv02	Uit den kostschooltijd van Jan van Beek	schu012	J.B.		Schuil	Schuil, J.B.	1875.0	1960.0	1910
stee024abdi01	Een abdisse van Thorn	stee024	Albertine		Steenhoff-Smulders	Steenhoff-Smulders, Albertine	1871.0	1933.0	1911
coup002anti01	Antiek toerisme	coup002	Louis		Couperus	Couperus, Louis	1863.0	1923.0	1911
love002revo01	Een revolverschot	love002	Virginie		Loveling	Loveling, Virginie	1836.0	1923.0	1911
mela002aand01	Aan d'overkant (onder pseudoniem Max van Ravestein)	mela002			Melati van Java	Melati van Java	1853.0	1927.0	1911
cock005bloe01	Bloemenhoedjes	cock005	Jozef	de	Cock	Cock, Jozef de	1877.0	1944.0	1911
lief001zwar02	De zwarte ziel en de blanke huid	lief001	Jan	de	Liefde	Liefde, Jan de	1814.0	1869.0	1865
reyn008naar01	Zijden en keerzijden. Deel 7. Naar het levend model. De kinderen van Huize ter Aar	reyn008	Jeanne		Reyneke van Stuwe	Reyneke van Stuwe, Jeanne	1874.0	1951.0	1911
cour006geme01	De gemeente-onderwijzer	cour006	Johanna Desideria		Courtmans-Berchmans	Courtmans-Berchmans, Johanna Desideria	1811.0	1890.0	1911
andr018pret01	Prettige uurtjes  	andr018	P.J.		Andriessen	Andriessen, P.J.	1815.0	1877.0	1901
chri036sven01	Svend de padvinder	chri036	Walter		Christmas	Christmas, Walter	1861.0	1924.0	1911
feit004uitp07	Uit Piet's vlegeljaren 	feit004	Jan		Feith	Feith, Jan	1874.0	1944.0	1906
sabb002nood01	De nood der Bariseele's	sabb002	Maurits		Sabbe	Sabbe, Maurits	1873.0	1938.0	1912
mees009zond01	De zonde in het deftige dorp	mees009	Johan	de	Meester	Meester, Johan de	1860.0	1931.0	1912
abko001holl02	Hollandsche jongens	abko001	Chr.	van	Abkoude	Abkoude, Chr. van	1880.0	1960.0	1907
heij011ducz01	Duczika	heij011	Herman		Heijermans	Heijermans, Herman	1864.0	1924.0	1912
quer002jord02	De Jordaan: Amsterdamsch epos. Deel 1	quer002	Israël		Querido	Querido, Israël	1872.0	1932.0	1912
clem031zilv01	De 'Zilveren Kruisjes' 	clem031	Bertha		Clément	Clément, Bertha	1852.0	1930.0	1898
schl016jong03	De jongste thuis	schl016	Alberdina Hermanna		Schlüter	Schlüter, Alberdina Hermanna	1877.0	1946.0	1912
maur005opre01	Op reis en thuis	maur005	Justus	van	Maurik	Maurik, Justus van	1846.0	1904.0	1905
reyn008lief01	Zijden en keerzijden. Deel 8. Liefde's schijn	reyn008	Jeanne		Reyneke van Stuwe	Reyneke van Stuwe, Jeanne	1874.0	1951.0	1912
stre028jess04	Jessica's eerste gebed	stre028	Hesba		Stretton	Stretton, Hesba	1832.0	1911.0	1868
sche034berg01	De berg van droomen	sche034	Arthur	van	Schendel	Schendel, Arthur van	1874.0	1946.0	1913
abko001janb01	Jan Boenders. Hoe een echt Hollandsche jongen in Amerika rijk werd	abko001	Chr.	van	Abkoude	Abkoude, Chr. van	1880.0	1960.0	1913
sinc001sanc01	Sancta musica 	sinc001	F.	de	Sinclair	Sinclair, F. de	1873.0	1953.0	1913
ufke004vroo01	Een vroolijke Frans 	ufke004	Jo		Ufkes	Ufkes, Jo			1913
witm001jong01	Jonge vechtersbazen	witm001	Tine	van	Berken	Berken, Tine van	1870.0	1899.0	1896
witm001alfr01	Alfred's gedragboekje	witm001	Tine	van	Berken	Berken, Tine van	1870.0	1899.0	1890
snie001onze01	Onze boeren	snie001	August		Snieders	Snieders, August	1825.0	1904.0	1889
lamb015wing01	Het wingewest	lamb015	Lambrecht		Lambrechts	Lambrechts, Lambrecht	1865.0	1932.0	1914
rutt004onde01	Onder den rook der mijn	rutt004	Felix		Rutten	Rutten, Felix	1882.0	1971.0	1914
ouds001will01	Willem Mertens' levensspiegel	ouds001	J.	van	Oudshoorn	Oudshoorn, J. van	1876.0	1951.0	1914
keni001roma01	De roman van een jeugd. Een ondergang in Parijs	keni001	Paul		Kenis	Kenis, Paul	1885.0	1934.0	1914
abko001piet04	Pietje Bell, of de lotgevallen van een ondeugenden jongen	abko001	Chr.	van	Abkoude	Abkoude, Chr. van	1880.0	1960.0	1914
snie001kraa02	De kraaien zullen 't uitbrengen	snie001	August		Snieders	Snieders, August	1825.0	1904.0	1879
quer002jord03	De Jordaan: Amsterdamsch epos. Deel 2: Van Nes en Zeedijk	quer002	Israël		Querido	Querido, Israël	1872.0	1932.0	1914
witm001plaa01	Plaaggeest	witm001	Tine	van	Berken	Berken, Tine van	1870.0	1899.0	1897
witm001hedw01	Hedwigs St. Nicolaasfeest	witm001	Tine	van	Berken	Berken, Tine van	1870.0	1899.0	1897
witm001klei02	Kleine menschen	witm001	Tine	van	Berken	Berken, Tine van	1870.0	1899.0	1897
stre009kers03	Het kerstekind	stre009	Stijn		Streuvels	Streuvels, Stijn	1871.0	1969.0	1911
hoog222gelu07	Een gelukkig viertal  	hoog222	Aletta		Hoog	Hoog, Aletta	1869.0	1924.0	1903
hoog222holl03	Een Hollandsch meisje in Amerika 	hoog222	Aletta		Hoog	Hoog, Aletta	1869.0	1924.0	1914
savo001omde01	Om de eere Gods	savo001	Anna	de	Savornin Lohman	Savornin Lohman, Anna de	1868.0	1930.0	1910
hill001onde01	Onder het stroodak	hill001	C.M.	van	Hille-Gaerthé	Hille-Gaerthé, C.M. van	1881.0	1958.0	1915
ido_001paup03	De paupers	ido_001	Victor		Ido	Ido, Victor	1869.0	1948.0	1915
witm001bere01	De Berewoudjes	witm001	Tine	van	Berken	Berken, Tine van	1870.0	1899.0	1895
osen002wild05	Wilde Jo	osen002	C.J.	van	Osenbruggen	Osenbruggen, C.J. van			1915
sonn014wimh01	Wim Hens. Lotgevallen van een pleegkind	sonn014	H.W.		Sonnega Ez	Sonnega Ez, H.W.			1915
witm001robb01	Robbedoes	witm001	Tine	van	Berken	Berken, Tine van	1870.0	1899.0	1898
witm001gesc01	De geschiedenis van een broodtrommeltje	witm001	Tine	van	Berken	Berken, Tine van	1870.0	1899.0	1898
witm001onde01	Onder ons	witm001	Tine	van	Berken	Berken, Tine van	1870.0	1899.0	1898
witm001hein01	Heintje Pochhans	witm001	Tine	van	Berken	Berken, Tine van	1870.0	1899.0	1898
brus002boef01	Boefje	brus002	M.J.		Brusse	Brusse, M.J.	1873.0	1941.0	1903
robb002roma02	De roman van Bernard Bandt	robb002	Herman		Robbers	Robbers, Herman	1868.0	1937.0	1897
love002bina01	Bina	love002	Virginie		Loveling	Loveling, Virginie	1836.0	1923.0	1915
abko001jaap01	Jaap Snoek van Volendam	abko001	Chr.	van	Abkoude	Abkoude, Chr. van	1880.0	1960.0	1915
abko001jong02	Het jongenskamp	abko001	Chr.	van	Abkoude	Abkoude, Chr. van	1880.0	1960.0	1910
reyn008groo01	Zijden en keerzijden. Deel 11. De groote voltige	reyn008	Jeanne		Reyneke van Stuwe	Reyneke van Stuwe, Jeanne	1874.0	1951.0	1915
reyn008haag01	Haagsch schimmenspel	reyn008	Jeanne		Reyneke van Stuwe	Reyneke van Stuwe, Jeanne	1874.0	1951.0	1915
timm010pall01	Pallieter	timm010	Felix		Timmermans	Timmermans, Felix	1886.0	1947.0	1916
such003stil01	De stille lach	such003	Nico	van	Suchtelen	Suchtelen, Nico van	1878.0	1949.0	1916
brug004coqu01	Een coquette vrouw	brug004	Carry	van	Bruggen	Bruggen, Carry van	1881.0	1932.0	1915
ouds001lout02	Louteringen	ouds001	J.	van	Oudshoorn	Oudshoorn, J. van	1876.0	1951.0	1916
abko001joli02	Jolig strandleven	abko001	Chr.	van	Abkoude	Abkoude, Chr. van	1880.0	1960.0	1916
eman001lief01	Liefdeleven	eman001	Marcellus		Emants	Emants, Marcellus	1848.0	1923.0	1916
buhr003jet_01	Jet	buhr003	Lize		Bührs	Bührs, Lize			1916
velt023trou01	Trouwe vrienden	velt023	Jan		Veltman	Veltman, Jan	1857.0	1938.0	1916
kiev001huti02	De hut in het bosch	kiev001	C.J.		Kieviet	Kieviet, C.J.	1858.0	1931.0	1905
goev001uith02	Uit het wonderland	goev001	J.J.A.		Goeverneur	Goeverneur, J.J.A.	1809.0	1889.0	1916
blaa012loee03	Loe en Jettie	blaa012	Henriëtte		Blaauw	Blaauw, Henriëtte	1875.0	1949.0	1916
reyn008mari01	Een 'Mariage de raison'	reyn008	Jeanne		Reyneke van Stuwe	Reyneke van Stuwe, Jeanne	1874.0	1951.0	1916
jehu001geni02	Een geniaal zestal	jehu001	Felicie		Jehu	Jehu, Felicie	1865.0	1956.0	1917
boer123erfd01	De erfdochter van de Doorwerth	boer123	Jan L.	de	Boer	Boer, Jan L. de	1888.0	1951.0	1917
woud008vank03	Van knop tot bloem	woud008	Johanna	van	Woude	Woude, Johanna van	1853.0	1904.0	1898
will191moto01	De motorboot	will191	C.N.		Williamson	Williamson, C.N.			1917
schl016lotm05	Lot Mertens	schl016	Alberdina Hermanna		Schlüter	Schlüter, Alberdina Hermanna	1877.0	1946.0	1908
terv003toet01	Toetie Roetmop	terv003	Lina		Tervooren	Tervooren, Lina	1874.0	1954.0	1917
leop011joli03	Een jolig troepje   	leop011	Marie		Leopold	Leopold, Marie	1867.0		1917
louw005best02	Bestevaêr Tromp, of Hoe de Vereenigde Provinciën eene zeemogendheid werden 	louw005	Pieter		Louwerse	Louwerse, Pieter	1840.0	1908.0	1875
hube006tant02	Tante Loesje	hube006	Anna		Hubert van Beusekom	Hubert van Beusekom, Anna	1882.0	1926.0	1917
abko001inst02	Instituut Sparrenheide	abko001	Chr.	van	Abkoude	Abkoude, Chr. van	1880.0	1960.0	1914
gogh002rika01	Rika	gogh002	Anna	van	Gogh-Kaulbach	Gogh-Kaulbach, Anna van	1869.0	1960.0	1905
abko001hoej01	Hoe Jaap Bekkers een fiets kreeg	abko001	Chr.	van	Abkoude	Abkoude, Chr. van	1880.0	1960.0	1917
brun005fiat01	Fiat lux. Het worde licht (onder pseudoniem Angel David)	brun005	Victor J.		Brunclair	Brunclair, Victor J.	1899.0	1944.0	1917
reyn008heer01	De heer van de State	reyn008	Jeanne		Reyneke van Stuwe	Reyneke van Stuwe, Jeanne	1874.0	1951.0	1898
brug007alsg01	Als ge niet.... dan!	brug007	Kees	van	Bruggen	Bruggen, Kees van	1874.0	1960.0	1917
buys009tbol01	't Bolleken	buys009	Cyriel		Buysse	Buysse, Cyriel	1859.0	1932.0	1906
koen006moed01	De moeder	koen006	Marie		Koenen	Koenen, Marie	1879.0	1959.0	1917
mees009geer01	Geertje (2 delen)	mees009	Johan	de	Meester	Meester, Johan de	1860.0	1931.0	1905
mees009kind01	De kindsheid van Harlekijntje	mees009	Johan	de	Meester	Meester, Johan de	1860.0	1931.0	1917
reyn008ijde01	IJdelheid der ijdelheden	reyn008	Jeanne		Reyneke van Stuwe	Reyneke van Stuwe, Jeanne	1874.0	1951.0	1917
tous004petr01	Petrusken's einde	tous004	Fernand		Toussaint van Boelaere	Toussaint van Boelaere, Fernand	1875.0	1947.0	1917
sche034verh01	Verhalen	sche034	Arthur	van	Schendel	Schendel, Arthur van	1874.0	1946.0	1908
reyn008circ01	Circus-leven	reyn008	Jeanne		Reyneke van Stuwe	Reyneke van Stuwe, Jeanne	1874.0	1951.0	1917
reyn008gevl01	Zijden en keerzijden. Deel 14. Het gevleugelde wiel	reyn008	Jeanne		Reyneke van Stuwe	Reyneke van Stuwe, Jeanne	1874.0	1951.0	1918
sabb002filo01	De filosoof van 't Sashuis	sabb002	Maurits		Sabbe	Sabbe, Maurits	1873.0	1938.0	1907
timm010zeer01	De zeer schone uren van Juffrouw Symforosa, begijntjen	timm010	Felix		Timmermans	Timmermans, Felix	1886.0	1947.0	1918
quer001gesl01	Het geslacht der Santeljano's. De verweerde jaren (onder ps. Joost Mendes)	quer001	Em.		Querido	Querido, Em.	1871.0	1943.0	1918
buys009roma01	De roman van den schaatsenrijder	buys009	Cyriel		Buysse	Buysse, Cyriel	1859.0	1932.0	1918
blaa012onde01	Onder één dak	blaa012	Henriëtte		Blaauw	Blaauw, Henriëtte	1875.0	1949.0	1918
abko001pink02	De Pinkertonnetjes	abko001	Chr.	van	Abkoude	Abkoude, Chr. van	1880.0	1960.0	1913
abko001wate02	De waterratten. Het waterkamp op de Friesche meren	abko001	Chr.	van	Abkoude	Abkoude, Chr. van	1880.0	1960.0	1915
brui003lang01	Langs den waterkant	brui003	Cor		Bruijn	Bruijn, Cor	1883.0	1978.0	1918
eyck001opga01	Opgang	eyck001	P.N.	van	Eyck	Eyck, P.N. van	1887.0	1954.0	1918
hoek087alie01	Ali en haar vriendje	hoek087	Nelly		Hoekstra-Kapteijn	Hoekstra-Kapteijn, Nelly			1918
gogh002rijk01	Het rijke leven	gogh002	Anna	van	Gogh-Kaulbach	Gogh-Kaulbach, Anna van	1869.0	1960.0	1898
kiev001fran01	Frans van Dorentil	kiev001	C.J.		Kieviet	Kieviet, C.J.	1858.0	1931.0	1890
kiev001gehe02	De geheimzinnige koepel	kiev001	C.J.		Kieviet	Kieviet, C.J.	1858.0	1931.0	1918
hich002kaff04	Een Kaffersche heldin, of Oehoehoe en Oezinto	hich002	Nynke	van	Hichtum	Hichtum, Nynke van	1860.0	1939.0	1901
goud005zoek01	Zoekenden	goud005	Sam		Goudsmit	Goudsmit, Sam	1884.0	1954.0	1907
wit_001verb01	Verborgen bronnen	wit_001	Augusta	de	Wit	Wit, Augusta de	1864.0	1939.0	1899
brug004omde01	Om de kinderen	brug004	Carry	van	Bruggen	Bruggen, Carry van	1881.0	1932.0	1918
gogh002leve01	Levensdoel	gogh002	Anna	van	Gogh-Kaulbach	Gogh-Kaulbach, Anna van	1869.0	1960.0	1899
kiev001dozi01	Een dozijn Hollandsche jongens	kiev001	C.J.		Kieviet	Kieviet, C.J.	1858.0	1931.0	1919
wehl002doen01	Do en Lo Verster	wehl002	Nannie	van	Wehl	Wehl, Nannie van	1880.0	1944.0	1910
hich002oeho04	Oehoehoe in de wildernis	hich002	Nynke	van	Hichtum	Hichtum, Nynke van	1860.0	1939.0	1900
osen002wild01	Wilde Jo	osen002	C.J.	van	Osenbruggen	Osenbruggen, C.J. van			1915
kiev001toen03	Toen Dik Trom een jongen was	kiev001	C.J.		Kieviet	Kieviet, C.J.	1858.0	1931.0	1912
kiev001zoon09	De zoon van Dik Trom	kiev001	C.J.		Kieviet	Kieviet, C.J.	1858.0	1931.0	1907
huls013peer01	Peerke en z'n kameraden	huls013	W.G.	van de	Hulst	Hulst, W.G. van de	1879.0	1963.0	1919
doff001keet01	Keetje	doff001	Neel		Doff	Doff, Neel	1858.0	1942.0	1919
sabb002past01	't Pastorken van Schaerdycke	sabb002	Maurits		Sabbe	Sabbe, Maurits	1873.0	1938.0	1919
clae004oorl01	Oorlogsnovellen	clae004	Ernest		Claes	Claes, Ernest	1885.0	1968.0	1919
brug004jood01	Het Joodje	brug004	Carry	van	Bruggen	Bruggen, Carry van	1881.0	1932.0	1914
keni001wond01	De wonderbare avonturen van Cies Slameur	keni001	Paul		Kenis	Kenis, Paul	1885.0	1934.0	1919
boov001kind01	Kinderleven	boov001	Henri	van	Booven	Booven, Henri van	1877.0	1964.0	1919
boov001sche01	De scheiding	boov001	Henri	van	Booven	Booven, Henri van	1877.0	1964.0	1919
baek004idea01	De idealisten	baek004	Lode		Baekelmans	Baekelmans, Lode	1879.0	1965.0	1919
bord001fant03	Fantastische vertellingen. Bundel 1	bord001	F.		Bordewijk	Bordewijk, F.	1884.0	1965.0	1919
salo001daad02	Daadlooze droomen (onder ps. Ada Gerlo)	salo001	Annie		Salomons	Salomons, Annie	1885.0	1980.0	1919
quer001gesl02	Het geslacht der Santeljano's. Het licht dat gloorde (onder ps. Joost Mendes)	quer001	Em.		Querido	Querido, Em.	1871.0	1943.0	1919
quer001gesl03	Het geslacht der Santeljano's. De dorrende akker kiemt (onder ps. Joost Mendes)	quer001	Em.		Querido	Querido, Em.	1871.0	1943.0	1919
quer001gesl04	Het geslacht der Santeljano's. De revolte-dagen (onder ps. Joost Mendes)	quer001	Em.		Querido	Querido, Em.	1871.0	1943.0	1919
pont018bock01	Die Bockreiter	pont018	Servatius Josef		Ponten	Ponten, Servatius Josef	1883.0	1940.0	1919
thir001scho01	Het schoone jaar van Carolus	thir001	Antoon		Thiry	Thiry, Antoon	1888.0	1954.0	1920
heij023glaz01	De glazen bal en de blonde krulletjes	heij023	Ida		Heijermans	Heijermans, Ida	1861.0	1943.0	1920
reyn008klav01	Een klaverblad van vijf	reyn008	Jeanne		Reyneke van Stuwe	Reyneke van Stuwe, Jeanne	1874.0	1951.0	1920
