doc_id	title	author_id	first_name	surname_prefix	surname	full_name	birth_year	death_year	year_of_publication
sche034janc01	Jan Compagnie	sche034	Arthur	van	Schendel	Schendel, Arthur van	1874.0	1946.0	1932
smed001naak01	Naakte waarheid	smed001	Alie		Smeding	Smeding, Alie	1890.0	1938.0	1932
slau001verb01	Het verboden rijk	slau001	J.		Slauerhoff	Slauerhoff, J.	1898.0	1936.0	1932
dekk007refl01	Reflex	dekk007	Maurits		Dekker	Dekker, Maurits	1896.0	1962.0	1932
brug007twee01	Tweestroomenland	brug007	Kees	van	Bruggen	Bruggen, Kees van	1874.0	1960.0	1932
kelk001jans01	Jan Steen	kelk001	C.J.		Kelk	Kelk, C.J.	1901.0	1981.0	1932
wess008gust02	Gustaaf	wess008	Constant	van	Wessem	Wessem, Constant van	1891.0	1954.0	1918
reyn008emma01	Emma, de bruid	reyn008	Jeanne		Reyneke van Stuwe	Reyneke van Stuwe, Jeanne	1874.0	1951.0	1932
brug029spri01	Die sprinkaanbeampte van Sluis	brug029	Jochem	van	Bruggen	Bruggen, Jochem van	1881.0	1957.0	1933
reyn008hoog01	De hoogste prijs	reyn008	Jeanne		Reyneke van Stuwe	Reyneke van Stuwe, Jeanne	1874.0	1951.0	1933
flee001bave01	Baveloo-Boetjes	flee001	Emiel		Fleerackers	Fleerackers, Emiel	1877.0	1948.0	1933
kiev001beni01	Benito, de jonge zwerver. Deel 3	kiev001	C.J.		Kieviet	Kieviet, C.J.	1858.0	1931.0	1933
berg063bloe01	Het bloed kruipt waar het niet gaan kan. Een vertelling uit het Drentsche boerenleven	berg063	J.H.		Bergmans-Beins	Bergmans-Beins, J.H.	1879.0	1948.0	1933
kort010mens01	Menschen in malaise	kort010	Pieter		Korthuys	Korthuys, Pieter	1898.0	1993.0	1933
helm003waar01	Waarom niet	helm003	Albert		Helman	Helman, Albert	1903.0	1996.0	1933
wage010sjan01	Sjanghai	wage010	Willem Adriaan		Wagener	Wagener, Willem Adriaan	1901.0	1968.0	1933
kuyl001weer01	Weerlicht	kuyl001	Albert		Kuyle	Kuyle, Albert	1904.0	1958.0	1933
last001part01	Partij remise	last001	Jef		Last	Last, Jef	1898.0	1972.0	1933
braa002drdu01	Dr. Dumay verliest...	braa002	Menno	ter	Braak	Braak, Menno ter	1902.0	1940.0	1933
schm016gril01	De gril van Marion de Greeff	schm016	Marie		Schmitz	Schmitz, Marie	1883.0	1972.0	1933
man_002stoo01	Een stoombootje in den mist	man_002	Herman	de	Man	Man, Herman de	1898.0	1946.0	1933
man_002wass01	Het wassende water	man_002	Herman	de	Man	Man, Herman de	1898.0	1946.0	1925
mars005dood01	De dood van Angèle Degroux	mars005	H.		Marsman	Marsman, H.	1899.0	1940.0	1933
smed001ijze01	De ijzeren greep	smed001	Alie		Smeding	Smeding, Alie	1890.0	1938.0	1933
sche034wate01	De waterman	sche034	Arthur	van	Schendel	Schendel, Arthur van	1874.0	1946.0	1933
salo001huis01	Het huis in de hitte: drie jaar Deli	salo001	Annie		Salomons	Salomons, Annie	1885.0	1980.0	1933
szek002emig01	Emigranten en andere verhalen	szek002	M.H.		Székely-Lulofs	Székely-Lulofs, M.H.	1899.0	1958.0	1933
wals004carl01	Carla	wals004	Gerard		Walschap	Walschap, Gerard	1898.0	1989.0	1933
slau001schu02	Schuim en asch	slau001	J.		Slauerhoff	Slauerhoff, J.	1898.0	1936.0	1930
wess008vuis01	De vuistslag	wess008	Constant	van	Wessem	Wessem, Constant van	1891.0	1954.0	1933
timm010pijp01	Pijp en toebak	timm010	Felix		Timmermans	Timmermans, Felix	1886.0	1947.0	1933
cool004manm01	De man met het Jan Klaassenspel	cool004	Antoon		Coolen	Coolen, Antoon	1897.0	1961.0	1933
jong085tamt01	Tam-Tam	jong085	Sylva	de	Jonghe	Jonghe, Sylva de	1904.0	1950.0	1933
flee001prok01	Proke vertelt...	flee001	Emiel		Fleerackers	Fleerackers, Emiel	1877.0	1948.0	1934
pons009jong01	Jong Holland vliegt	pons009	A.		Ponsteen	Ponsteen, A.	1897.0	1987.0	1934
snie001beel01	Werken. Deel 48. Beelden uit ons leven	snie001	August		Snieders	Snieders, August	1825.0	1904.0	1851
camp014diei02	Die in het donker...	camp014	Jan		Campert	Campert, Jan	1902.0	1943.0	1934
koen006nieu01	Het nieuwe begin	koen006	Marie		Koenen	Koenen, Marie	1879.0	1959.0	1934
wit_001gods01	Gods goochelaartjes	wit_001	Augusta	de	Wit	Wit, Augusta de	1864.0	1939.0	1932
smed001ikve01	Ik verwacht het geluk	smed001	Alie		Smeding	Smeding, Alie	1890.0	1938.0	1934
thir001zeve01	De zevenslager	thir001	Antoon		Thiry	Thiry, Antoon	1888.0	1954.0	1934
maal001uitd01	Uit de Graafschap. Schetsen uit het Geldersche dorpsleven	maal001	Daniel Martinus		Maaldrink	Maaldrink, Daniel Martinus	1851.0	1891.0	1887
cool004dorp01	Dorp aan de rivier	cool004	Antoon		Coolen	Coolen, Antoon	1897.0	1961.0	1934
eerb001stro01	Strooschippers	eerb001	J.K.	van	Eerbeek	Eerbeek, J.K. van	1898.0	1937.0	1934
dool001orie01	Oriënt-Express	dool001	A.	den	Doolaard	Doolaard, A. den	1901.0	1994.0	1934
fabr005leeu01	Leeuwen hongeren in Napels	fabr005	Johan		Fabricius	Fabricius, Johan	1899.0	1981.0	1934
helm003orka01	Orkaan bij nacht	helm003	Albert		Helman	Helman, Albert	1903.0	1996.0	1934
marx002mari02	Marijke's bestemming	marx002	Cissy	van	Marxveldt	Marxveldt, Cissy van	1889.0	1948.0	1934
verm025dagb01	Dagboek van een banneling	verm025	Edward		Vermeulen	Vermeulen, Edward	1861.0	1934.0	1934
mees067meme01	Memento mori	mees067	J.T.	de	Meesters	Meesters, J.T. de			1934
smed001hunk01	Hunkering	smed001	Alie		Smeding	Smeding, Alie	1890.0	1938.0	1934
last001zuid01	Zuiderzee	last001	Jef		Last	Last, Jef	1898.0	1972.0	1934
kemp004vall01	Vallende vogels	kemp004	Mathias		Kemp	Kemp, Mathias	1890.0	1964.0	1934
heev001some01	Somer	heev001	C.M.	van den	Heever	Heever, C.M. van den	1902.0	1957.0	1935
buys010vlam01	Vlamingen	buys010	Emile		Buysse	Buysse, Emile	1910.0	1987.0	1935
cauw004vert02	Vertellen in toga	cauw004	August	van	Cauwelaert	Cauwelaert, August van	1885.0	1945.0	1935
flee001brie01	Brieven van Nonkel Pastoor	flee001	Emiel		Fleerackers	Fleerackers, Emiel	1877.0	1948.0	1935
berg062twee02	Twee Rijnlandsche novellen	berg062	Anton		Bergmann	Bergmann, Anton	1835.0	1874.0	1870
vrie011bart01	Bartje	vrie011	Anne	de	Vries	Vries, Anne de	1904.0	1964.0	1935
zern001vrie01	Vriendschappen	zern001	Elisabeth		Zernike	Zernike, Elisabeth	1891.0	1982.0	1935
iepe001poll01	Polletje Piekhaar	iepe001	Willem	van	Iependaal	Iependaal, Willem van	1891.0	1970.0	1935
boud007vrou01	Vrouw Jacob	boud007	Ina		Boudier-Bakker	Boudier-Bakker, Ina	1875.0	1966.0	1935
smed001tuss02	Tusschen twee droomen	smed001	Alie		Smeding	Smeding, Alie	1890.0	1938.0	1935
timm010boer01	Boerenpsalm	timm010	Felix		Timmermans	Timmermans, Felix	1886.0	1947.0	1935
timm010drie01	Driekoningentryptiek	timm010	Felix		Timmermans	Timmermans, Felix	1886.0	1947.0	1923
thij006bont01	Een bonte bundel	thij006	Theo		Thijssen	Thijssen, Theo	1879.0	1943.0	1935
neve005muzi01	Muziek voorop	neve005	Edouard	de	Nève	Nève, Edouard de	1889.0	1961.0	1935
fran018djoj01	Djojo uit de kampong	fran018	Simon		Franke	Franke, Simon	1880.0	1957.0	1935
nowe001aren01	Arendsoog	nowe001	J.		Nowee	Nowee, J.	1901.0	1958.0	1935
helm003doll01	De dolle dictator. Het ondoorgrondelijke leven van Juan Manuel de Rosas	helm003	Albert		Helman	Helman, Albert	1903.0	1996.0	1935
eyk_001gabr01	Gabriël	eyk_001	Henriëtte	van	Eyk	Eyk, Henriëtte van	1897.0	1980.0	1935
dekk007oran01	Oranje en de opstand der Nederlanders	dekk007	Maurits		Dekker	Dekker, Maurits	1896.0	1962.0	1935
donk007scha01	Schaduw der bergen	donk007	N.A.		Donkersloot	Donkersloot, N.A.	1902.0	1965.0	1935
cohe004inde01	In dezelfde spiegel	cohe004	Josef		Cohen	Cohen, Josef	1886.0	1965.0	1920
eyk_001inti03	De kleine parade. Deel 2. Intieme revue	eyk_001	Henriëtte	van	Eyk	Eyk, Henriëtte van	1897.0	1980.0	1936
marx002enig02	De enige weg	marx002	Cissy	van	Marxveldt	Marxveldt, Cissy van	1889.0	1948.0	1935
koen006twaa01	Twaalf vertellingen	koen006	Marie		Koenen	Koenen, Marie	1879.0	1959.0	1936
thir001achd01	Ach, de kleine stad...	thir001	Antoon		Thiry	Thiry, Antoon	1888.0	1954.0	1936
man_002barr02	De barre winter van negentig	man_002	Herman	de	Man	Man, Herman de	1898.0	1946.0	1936
man_002sche01	Scheepswerf De Kroonprinses	man_002	Herman	de	Man	Man, Herman de	1898.0	1946.0	1936
zern001leve01	Het leven zonder einde	zern001	Elisabeth		Zernike	Zernike, Elisabeth	1891.0	1982.0	1936
wess008marg01	Margreet vervult de wet	wess008	Constant	van	Wessem	Wessem, Constant van	1891.0	1954.0	1936
vrie011verh01	Verhalen uit het land van Bartje	vrie011	Anne	de	Vries	Vries, Anne de	1904.0	1964.0	1936
fran018kant01	Kantjil, het dwerghertje	fran018	Simon		Franke	Franke, Simon	1880.0	1957.0	1936
mell003bart01	Bart Nel, de opstandeling	mell003	Johannes	van	Melle	Melle, Johannes van	1887.0	1953.0	1936
goud005simc01	Simcha, de knaap uit Worms	goud005	Sam		Goudsmit	Goudsmit, Sam	1884.0	1954.0	1936
coen006onpe01	Onpersoonlijke herinneringen	coen006	Frans		Coenen	Coenen, Frans	1866.0	1936.0	1936
cool004drie01	De drie gebroeders	cool004	Antoon		Coolen	Coolen, Antoon	1897.0	1961.0	1936
fran254staa01	Staatsgeheim	fran254	E.L.		Franken	Franken, E.L.			1936
midd005scha01	De schaduw van Capoulet	midd005	Herman		Middendorp	Middendorp, Herman	1888.0	1941.0	1936
dekk007oran05	Oranje en Alva's tyranniek bewind	dekk007	Maurits		Dekker	Dekker, Maurits	1896.0	1962.0	1935
szek002hong01	De hongertocht	szek002	M.H.		Székely-Lulofs	Székely-Lulofs, M.H.	1899.0	1958.0	1936
smed001tuss03	Tusschen de menschen	smed001	Alie		Smeding	Smeding, Alie	1890.0	1938.0	1936
scha004heer01	Heerk Walling	scha004	Nine	van der	Schaaf	Schaaf, Nine van der	1882.0	1973.0	1921
root003doct01	Doctor Vlimmen	root003	Anton		Roothaert	Roothaert, Anton	1896.0	1967.0	1936
bord001rood01	Rood paleis	bord001	F.		Bordewijk	Bordewijk, F.	1884.0	1965.0	1936
boud007armo01	Armoede	boud007	Ina		Boudier-Bakker	Boudier-Bakker, Ina	1875.0	1966.0	1909
apon001rood01	De roode anjelier (onder ps. Max Dupont)	apon001	Jan		Apon	Apon, Jan	1910.0	1969.0	1936
wess008cell02	Celly. Lessen in charleston	wess008	Constant	van	Wessem	Wessem, Constant van	1891.0	1954.0	1931
brug074viss01	De visserszoon van Egmond	brug074	A.J.W.		Brugman	Brugman, A.J.W.			1937
dela006kikk01	Kikkerkoning. Een verhaal uit het kikvorschenleven	dela006	Maria	de	Lannoy	Lannoy, Maria de	1890.0	1968.0	1937
zern001ouds01	De oudste zoon	zern001	Elisabeth		Zernike	Zernike, Elisabeth	1891.0	1982.0	1937
cler019blij01	De blijde stilte	cler019	F.J.	de	Clercq Zubli	Clercq Zubli, F.J. de	1902.0	1985.0	1937
aken002aver01	De roman van Heinric en Margriete van Limborch	aken002	Hein	van	Aken	Aken, Hein van	1250.0	1330.0	1937
iepe001klui01	Kluivenduikers doedeldans	iepe001	Willem	van	Iependaal	Iependaal, Willem van	1891.0	1970.0	1937
iepe001krie01	Kriebeltjes hoogtepunt	iepe001	Willem	van	Iependaal	Iependaal, Willem van	1891.0	1970.0	1937
roel004alle01	Alles komt terecht	roel004	Maurice		Roelants	Roelants, Maurice	1895.0	1966.0	1937
man_002koet01	De koets	man_002	Herman	de	Man	Man, Herman de	1898.0	1946.0	1937
clae004kobe02	Kobeke	clae004	Ernest		Claes	Claes, Ernest	1885.0	1968.0	1933
reyn008seiz01	De seizoenen der ziel	reyn008	Jeanne		Reyneke van Stuwe	Reyneke van Stuwe, Jeanne	1874.0	1951.0	1937
smed001lief01	Liefde	smed001	Alie		Smeding	Smeding, Alie	1890.0	1938.0	1933
szek002laat01	Het laatste bedrijf	szek002	M.H.		Székely-Lulofs	Székely-Lulofs, M.H.	1899.0	1958.0	1937
slau001opst01	De opstand van Guadalajara	slau001	J.		Slauerhoff	Slauerhoff, J.	1898.0	1936.0	1937
tous004dood01	De doode die zich niet verhing	tous004	Fernand		Toussaint van Boelaere	Toussaint van Boelaere, Fernand	1875.0	1947.0	1937
fran254wieh01	Wie heeft de admiraal gewurgd?	fran254	E.L.		Franken	Franken, E.L.			1937
fran254vulp01	De vulpendetective	fran254	E.L.		Franken	Franken, E.L.			1937
cool004kers01	Kerstmis in de Kempen	cool004	Antoon		Coolen	Coolen, Antoon	1897.0	1961.0	1937
marx002pimd01	Pim 'de stoetel'	marx002	Cissy	van	Marxveldt	Marxveldt, Cissy van	1889.0	1948.0	1937
osta009reiz02	Reizen van Puk en Muk. Naar het land van de mensen. Deel 2	osta009	A.J.F.	van	Ostaden	Ostaden, A.J.F. van	1896.0	1961.0	1937
osta009reiz04	Reizen van Puk en Muk. Naar het land van de mensen. Deel 1	osta009	A.J.F.	van	Ostaden	Ostaden, A.J.F. van	1896.0	1961.0	1937
cool004lent02	Lentebloesem	cool004	Antoon		Coolen	Coolen, Antoon	1897.0	1961.0	1921
dekk007oran02	Oranje en de geboorte der Nederlanden	dekk007	Maurits		Dekker	Dekker, Maurits	1896.0	1962.0	1938
greu001cate03	Catelijne van Ingelmunster	greu001	Sini		Regtdoorzee Greup-Roldanus	Regtdoorzee Greup-Roldanus, Sini	1893.0	1984.0	1938
cool004herb02	Herberg In 't Misverstand	cool004	Antoon		Coolen	Coolen, Antoon	1897.0	1961.0	1938
stre009oogs03	De oogst	stre009	Stijn		Streuvels	Streuvels, Stijn	1871.0	1969.0	1901
anem001egyp01	De Egyptische	anem001	Seerp		Anema	Anema, Seerp	1875.0	1961.0	1938
sche034zome01	De zomerreis	sche034	Arthur	van	Schendel	Schendel, Arthur van	1874.0	1946.0	1938
bom_001wrak01	Wrakken	bom_001	Emmanuel	de	Bom	Bom, Emmanuel de	1868.0	1953.0	1898
dool001wamp01	Wampie. De roman van een zorgeloze zomer	dool001	A.	den	Doolaard	Doolaard, A. den	1901.0	1994.0	1938
helm012jong02	Jong Suriname op avontuur	helm012	Hans		Helmer	Helmer, Hans	1898.0	1981.0	1937
relh001mana01	De man achter de schermen	relh001			Relham	Relham			1938
wals004siby01	Sibylle	wals004	Gerard		Walschap	Walschap, Gerard	1898.0	1989.0	1938
timm010ikza01	Ik zag Cecilia komen	timm010	Felix		Timmermans	Timmermans, Felix	1886.0	1947.0	1938
smed001brug01	Bruggenbouwers	smed001	Alie		Smeding	Smeding, Alie	1890.0	1938.0	1938
sche034were01	De wereld een dansfeest	sche034	Arthur	van	Schendel	Schendel, Arthur van	1874.0	1946.0	1938
rand002zoon01	Een zoon begraaft zijn vader	rand002	H.M.	van	Randwijk	Randwijk, H.M. van	1909.0	1966.0	1938
bord001kara01	Karakter	bord001	F.		Bordewijk	Bordewijk, F.	1884.0	1965.0	1938
biel011klei01	Kleine Sariman	biel011	Esther		Bielke	Bielke, Esther	1910.0		1938
heev001laat01	Laat vrugte	heev001	C.M.	van den	Heever	Heever, C.M. van den	1902.0	1957.0	1939
kryn001manm01	De man met den baard	kryn001	Leo J.		Kryn	Kryn, Leo J.	1878.0	1940.0	1939
nico002pres01	De president	nico002	Edmond		Nicolas	Nicolas, Edmond	1902.0	1976.0	1939
huls013bruu01	Bruun de beer	huls013	W.G.	van de	Hulst	Hulst, W.G. van de	1879.0	1963.0	1927
fill002tijl01	Tijl's oog op den puinhoop	fill002	Juul		Filliaert	Filliaert, Juul	1890.0	1948.0	1939
laan010avon01	De avonturen van Pinkeltje	laan010	Dick		Laan	Laan, Dick	1894.0	1973.0	1939
rogg009samb01	Sambo, ga je mee?	rogg009	Leonard		Roggeveen	Roggeveen, Leonard	1898.0	1959.0	1939
tous011avon01	Avonturen in het land van Rode	tous011	A.		Toussaint	Toussaint, A.	1901.0	1963.0	1939
brou016scha01	De schatten van Medina-Sidonia (onder ps. Maarten van de Moer)	brou016	Johan		Brouwer	Brouwer, Johan	1898.0	1943.0	1939
iepe001dans01	De dans om de rinkelbom	iepe001	Willem	van	Iependaal	Iependaal, Willem van	1891.0	1970.0	1939
huiz004adri01	Adriaan en Olivier	huiz004	Leonhard		Huizinga	Huizinga, Leonhard	1906.0	1980.0	1939
smed001mens02	Een menschenhart	smed001	Alie		Smeding	Smeding, Alie	1890.0	1938.0	1939
vest002sint01	Sint Sebastiaan	vest002	Simon		Vestdijk	Vestdijk, Simon	1898.0	1971.0	1939
bloe072rapa01	Rapaille	bloe072	Robert		Bloemendal	Bloemendal, Robert			1939
dros003herm01	Hermingard van de Eikenterpen	dros003	Aernout		Drost	Drost, Aernout	1810.0	1834.0	1939
fran024ghis01	Ghislaine la Bruyère en ik	fran024	Robert		Franquinet	Franquinet, Robert	1915.0	1979.0	1939
dekk007incp01	Inc. Pius beveelt	dekk007	Maurits		Dekker	Dekker, Maurits	1896.0	1962.0	1939
huls013gerd02	Gerdientje	huls013	W.G.	van de	Hulst	Hulst, W.G. van de	1879.0	1963.0	1927
last001onvo01	'Onvoldoende' voor liefde	last001	Jef		Last	Last, Jef	1898.0	1972.0	1940
haim001jonk01	Jonkheid	haim001	Paul		Haimon	Haimon, Paul	1913.0	1996.0	1940
poth001kaar01	De kaarsenkroon van Paarlemoertje	poth001	C.E.		Pothast-Gimberg	Pothast-Gimberg, C.E.	1900.0	1975.0	1940
vrie011bart02	Bartje zoekt het geluk	vrie011	Anne	de	Vries	Vries, Anne de	1904.0	1964.0	1940
zern001brui01	Bruidstijd	zern001	Elisabeth		Zernike	Zernike, Elisabeth	1891.0	1982.0	1940
hart029holl01	Hollands glorie	hart029	Jan	de	Hartog	Hartog, Jan de	1914.0	2002.0	1940
bloe072dief01	Diefstal in de vliegtuigfabriek	bloe072	Robert		Bloemendal	Bloemendal, Robert			1940
suri027verd01	Het verdwenen meisje	suri027	Sonja		Surink	Surink, Sonja	1898.0	1966.0	1940
suri027manm01	De man met de vele gezichten	suri027	Sonja		Surink	Surink, Sonja	1898.0	1966.0	1940
webe017eenj01	Eén jaar maximumstraf	webe017	André		Weber	Weber, André			1940
ziel003opee01	Op een namiddag in september	ziel003	Lode		Zielens	Zielens, Lode	1901.0	1944.0	1940
mens001vrol02	Vrolijke vrienden	mens001	Jan		Mens	Mens, Jan	1897.0	1967.0	1940
wals004beje01	Bejegening van Christus	wals004	Gerard		Walschap	Walschap, Gerard	1898.0	1989.0	1940
daal003schi01	Schimmenspel	daal003	D.L.		Daalder	Daalder, D.L.	1887.0	1963.0	1940
kelk001reis01	Reis door de wolken	kelk001	C.J.		Kelk	Kelk, C.J.	1901.0	1981.0	1940
clae004clem01	Clementine	clae004	Ernest		Claes	Claes, Ernest	1885.0	1968.0	1940
rand002burg01	Burgers in nood	rand002	H.M.	van	Randwijk	Randwijk, H.M. van	1909.0	1966.0	1936
vrie049wild02	Wilde lantaarns	vrie049	Theun	de	Vries	Vries, Theun de	1907.0	2005.0	1940
cool004peer03	Peerke den Haas	cool004	Antoon		Coolen	Coolen, Antoon	1897.0	1961.0	1935
koen006korr02	De korrel in de voor	koen006	Marie		Koenen	Koenen, Marie	1879.0	1959.0	1941
bosm004witt01	Witte zwanen zwarte zwanen	bosm004	Anthony		Bosman	Bosman, Anthony	1917.0	1966.0	1941
camp014slor01	Slordig beheer	camp014	Jan		Campert	Campert, Jan	1902.0	1943.0	1941
bour001twaa01	Twaalf maal Azië	bour001	Louis	de	Bourbon	Bourbon, Louis de	1908.0	1975.0	1941
bakk019bran01	Branding	bakk019	Piet		Bakker	Bakker, Piet	1897.0	1960.0	1941
jong003wond01	De wonderlijke waard van hotel Carlecas	jong003	A.M.	de	Jong	Jong, A.M. de	1888.0	1943.0	1941
koen006hofk01	Het hofke	koen006	Marie		Koenen	Koenen, Marie	1879.0	1959.0	1913
schr014kron01	Kroniek eener parochie. Deel 1. De kraai op den kruisbalk	schr014	Jacques		Schreurs	Schreurs, Jacques	1893.0	1966.0	1941
timm010fami01	De familie Hernat	timm010	Felix		Timmermans	Timmermans, Felix	1886.0	1947.0	1941
haes049moor01	Moord op kasteel Valkensweerd	haes049	Ben		Haes	Haes, Ben			1941
wijn150timt01	Tim Taccle	wijn150	Eddy		Wijnkoop	Wijnkoop, Eddy		1943.0	1941
last001vane01	Van een jongen die een man werd	last001	Jef		Last	Last, Jef	1898.0	1972.0	1941
helm003ranc01	De rancho der X mysteries	helm003	Albert		Helman	Helman, Albert	1903.0	1996.0	1941
vuyk001laat01	Het laatste huis van de wereld	vuyk001	Beb		Vuyk	Vuyk, Beb	1905.0	1991.0	1939
olde002past01	Pastoor Pius Paerel. Een geschiedenis zonder moraal	olde002	Frans	van	Oldenburg Ermke	Oldenburg Ermke, Frans van	1909.0	1974.0	1941
heme003joha01	Johan van der Heyden, magister	heme003	Emiel	van	Hemeldonck	Hemeldonck, Emiel van	1897.0	1981.0	1941
schm016watb03	Wat beleven we toch veel 	schm016	Marie		Schmitz	Schmitz, Marie	1883.0	1972.0	1941
heme003kron01	Kroniek	heme003	Emiel	van	Hemeldonck	Hemeldonck, Emiel van	1897.0	1981.0	1942
simo012laat01	De laatste flesch	simo012	Jozef		Simons	Simons, Jozef	1888.0	1948.0	1930
timm010vert01	Vertelsels	timm010	Felix		Timmermans	Timmermans, Felix	1886.0	1947.0	1942
zern001scha02	De schaatsentocht	zern001	Elisabeth		Zernike	Zernike, Elisabeth	1891.0	1982.0	1942
depa002late01	Het late geluk van Remi Zwartekens	depa002	Valère		Depauw	Depauw, Valère	1912.0	1994.0	1942
timm010minn01	Minneke Poes	timm010	Felix		Timmermans	Timmermans, Felix	1886.0	1947.0	1942
sabb002tpas01	't Pastorken van Schaerdycke	sabb002	Maurits		Sabbe	Sabbe, Maurits	1873.0	1938.0	1919
clae004hero01	Herodes	clae004	Ernest		Claes	Claes, Ernest	1885.0	1968.0	1942
leeu003klei01	De kleine Rudolf	leeu003	Aart	van der	Leeuw	Leeuw, Aart van der	1876.0	1931.0	1930
root003vlam01	De vlam in de pan	root003	Anton		Roothaert	Roothaert, Anton	1896.0	1967.0	1943
ouds001acht01	Achter groene horren	ouds001	J.	van	Oudshoorn	Oudshoorn, J. van	1876.0	1951.0	1943
bael005oude01	De oude symphonie van ons hart	bael005	Kamiel	van	Baelen	Baelen, Kamiel van	1915.0	1945.0	1943
blam001ontm01	Ontmoeting met Selma	blam001	Anna		Blaman	Blaman, Anna	1905.0	1960.0	1943
verm036twee01	Twee vrienden	verm036	August		Vermeylen	Vermeylen, August	1872.0	1945.0	1943
timm010vert02	Vertelsels. Tweede bundel	timm010	Felix		Timmermans	Timmermans, Felix	1886.0	1947.0	1943
dais001trap01	De trap van steen en wolken	dais001	Johan		Daisne	Daisne, Johan	1912.0	1978.0	1943
gill003elia01	Elias of het gevecht met de nachtegalen	gill003	Maurice		Gilliams	Gilliams, Maurice	1900.0	1982.0	1943
feit004avon01	De avonturen van Flip en zijn speurhond	feit004	Jan		Feith	Feith, Jan	1874.0	1944.0	1912
artz002watg01	Wat gebeurt er in Manbutti?	artz002	Marcel J.A.		Artz	Artz, Marcel J.A.			1943
wals004tor_01	Tor	wals004	Gerard		Walschap	Walschap, Gerard	1898.0	1989.0	1943
stre009jant01	Jantje Verdure	stre009	Stijn		Streuvels	Streuvels, Stijn	1871.0	1969.0	1943
eekh003kerm02	Kermesses	eekh003	Georges		Eekhoud	Eekhoud, Georges	1854.0	1927.0	1884
lamb004heks02	De heks van Heinsbroek	lamb004	L.H.J.		Lamberts Hurrelbrinck	Lamberts Hurrelbrinck, L.H.J.	1856.0	1941.0	1905
maas003goud02	Het goud van de Peel	maas003	H.H.J.		Maas	Maas, H.H.J.	1877.0	1958.0	1909
bael005mens01	Een mensch op den weg	bael005	Kamiel	van	Baelen	Baelen, Kamiel van	1915.0	1945.0	1944
keni001hist01	Historische verhalen	keni001	Paul		Kenis	Kenis, Paul	1885.0	1934.0	1927
blij001gehe01	Geheim archief	blij001	Rein		Blijstra	Blijstra, Rein	1901.0	1975.0	1945
holl008sjen01	Sjengske (onder ps. Sjesco Orenz)	holl008	Bèr		Hollewijn	Hollewijn, Bèr	1907.0	1978.0	1945
poth001kers04	De kerstschoof. Een bundel kerstverhalen voor kinderen	poth001	C.E.		Pothast-Gimberg	Pothast-Gimberg, C.E.	1900.0	1975.0	1939
been001voge02	Vogeltje Grijp	been001	Joh. H.		Been	Been, Joh. H.	1859.0	1930.0	1922
heme003hard01	De harde weg	heme003	Emiel	van	Hemeldonck	Hemeldonck, Emiel van	1897.0	1981.0	1945
vrie049vrij01	De vrijheid gaat in 't rood gekleed	vrie049	Theun	de	Vries	Vries, Theun de	1907.0	2005.0	1945
last001eers01	Het eerste schip op de Newa	last001	Jef		Last	Last, Jef	1898.0	1972.0	1945
dekk007laar01	De laars op de nek	dekk007	Maurits		Dekker	Dekker, Maurits	1896.0	1962.0	1945
vrie049slaw01	Sla de wolven, herder!	vrie049	Theun	de	Vries	Vries, Theun de	1907.0	2005.0	1946
heme003agne01	Agnes	heme003	Emiel	van	Hemeldonck	Hemeldonck, Emiel van	1897.0	1981.0	1946
zern001gast01	De gast	zern001	Elisabeth		Zernike	Zernike, Elisabeth	1891.0	1982.0	1946
dekk007joze01	Jozef duikt	dekk007	Maurits		Dekker	Dekker, Maurits	1896.0	1962.0	1946
cohe004mens02	Mensen met sterren. Deel 1: Avond	cohe004	Josef		Cohen	Cohen, Josef	1886.0	1965.0	1946
cohe004mens03	Mensen met sterren. Deel 2: Nacht	cohe004	Josef		Cohen	Cohen, Josef	1886.0	1965.0	1946
cohe004mens04	Mensen met sterren. Deel 3: Dageraad	cohe004	Josef		Cohen	Cohen, Josef	1886.0	1965.0	1946
stam006drie03	De drie Japen 	stam006	Jacob		Stamperius	Stamperius, Jacob	1858.0	1936.0	1946
clae004jero02	Jeroom en Benzamien	clae004	Ernest		Claes	Claes, Ernest	1885.0	1968.0	1946
schl001hill01	De hillige vaggen durp	schl001	Frans		Schleiden	Schleiden, Frans	1896.0	1955.0	1946
loon012wiek01	Wieker Lui	loon012	Harie		Loontjens	Loontjens, Harie	1902.0	1986.0	1946
huls013roze10	Rozemarijntje naar school	huls013	W.G.	van de	Hulst	Hulst, W.G. van de	1879.0	1963.0	1934
bert051vrun01	Vrung va Oze Leve Hier	bert051	Joan		Bertrand	Bertrand, Joan	1913.0		1946
djoj001buit01	Buiten het gareel	djoj001	Soewarsih		Djojopoespito	Djojopoespito, Soewarsih	1912.0	1977.0	1940
flor007lent01	Lente van het hart. Brieven van Tijl aan Neleke	flor007	Joos		Florquin	Florquin, Joos	1916.0	1978.0	1946
holl008sjen03	Sjeng (onder ps. Sjesco Orenz)	holl008	Bèr		Hollewijn	Hollewijn, Bèr	1907.0	1978.0	1946
lang016inpi01	In pyama	lang016	Ferdinand		Langen	Langen, Ferdinand	1918.0	2016.0	1946
nijh002dage01	De dagen spreken	nijh002	A.H.		Nijhoff	Nijhoff, A.H.	1897.0	1971.0	1946
