ti_id	titel	jaar	druk	categorie	voornaam	voorvoegsel	achternaam	uitgever	plaats_van_uitgave	cc_land	genre	geplaatst	link naar DBNL.org	author_id	year_start	year_end	year_precision	decade_start	decade_end	is_anonymous	no_author_id	is_magazine	is_prose	reprint_id	orig_jaar	best_jaar	Naam	Volledige voornaam	Personalia	active_start	active_end	dob_string	dob_location	dob_day	dob_month	dob_year	dob_century	dod_string	dod_location	dod_day	dod_month	dod_year	dod_century
cour006geme01	De gemeente-onderwijzer	1911	1ste druk	werk	Johanna Desideria		Courtmans-Berchmans	Victor de Lille	Maldegem	be	proza	cour006geme01_01	https://www.dbnl.org/tekst/cour006geme01_01	cour006	1911	1911	exact	1910	1910	False	False	False	True			1911	Courtmans-Berchmans, Johanna Desideria		(Oudegem 6 september 1811 - Maldegem 22 september 1890)	1855	1911	Oudegem 6 september 1811	Oudegem	6.0	9.0	1811.0	19.0	Maldegem 22 september 1890	Maldegem	22.0	9.0	1890.0	19.0
andr018pret01	Prettige uurtjes  	1911	5de druk	herdruk	P.J.		Andriessen	H.J.W. Becht	Amsterdam	nl	proza	andr018pret01_01	https://www.dbnl.org/tekst/andr018pret01_01	andr018	1901	1901	exact	1910	1910	False	False	False	True	andr018pret01	1901-1901	1901-1901	Andriessen, P.J.	[Pieter Jacob]	(Den Haag 17 december 1815 - Amsterdam 19 maart 1877)	1856	1901	Den Haag 17 december 1815	Den Haag	17.0	12.0	1815.0	19.0	Amsterdam 19 maart 1877	Amsterdam	19.0	3.0	1877.0	19.0
chri036sven01	Svend de padvinder	1911	1ste druk	werk	Walter		Christmas	G.B. van Goor & Zonen	Gouda	nl	proza	chri036sven01_01	https://www.dbnl.org/tekst/chri036sven01_01	chri036	1911	1911	exact	1910	1910	False	False	False	True			1911	Christmas, Walter		(Jaegersborg 10 februari 1861 - Kopenhagen 18 maart 1924)	1911	1911	Jaegersborg 10 februari 1861	Jaegersborg	10.0	2.0	1861.0	19.0	Kopenhagen 18 maart 1924	Kopenhagen	18.0	3.0	1924.0	20.0
feit004uitp07	Uit Piet's vlegeljaren 	1911	4de druk	herdruk	Jan		Feith	Scheltens & Giltay	Amsterdam	nl	proza	feit004uitp07_01	https://www.dbnl.org/tekst/feit004uitp07_01	feit004	1906	1906	exact	1910	1910	False	False	False	True	feit004uitp07	1906-1906	1906-1906	Feith, Jan	[Johannes]	(Amsterdam 12 mei 1874 - Den Haag 2 september 1944)	1906	1912	Amsterdam 12 mei 1874	Amsterdam	12.0	5.0	1874.0	19.0	Den Haag 2 september 1944	Den Haag	2.0	9.0	1944.0	20.0
sabb002nood01	De nood der Bariseele's	1912	1ste druk	werk	Maurits		Sabbe	Van Dishoeck	Bussum	nl	proza	sabb002nood01_01	https://www.dbnl.org/tekst/sabb002nood01_01	sabb002	1912	1912	exact	1910	1910	False	False	False	True			1912	Sabbe, Maurits	[Maurits Karel Maria Willem]	(Brugge 9 februari 1873 - Antwerpen 12 februari 1938)	1897	1920	Brugge 9 februari 1873	Brugge	9.0	2.0	1873.0	19.0	Antwerpen 12 februari 1938	Antwerpen	12.0	2.0	1938.0	20.0
mees009zond01	De zonde in het deftige dorp	1912	1ste druk	werk	Johan	de	Meester	Maatschappij voor Goede en Goedkoope Lectuur	Amsterdam	nl	proza	mees009zond01_01	https://www.dbnl.org/tekst/mees009zond01_01	mees009	1912	1912	exact	1910	1910	False	False	False	True			1912	Meester, Johan de	[Eliza Johannes]	(Harderwijk 6 februari 1860 - Utrecht 16 mei 1931)	1899	1917	Harderwijk 6 februari 1860	Harderwijk	6.0	2.0	1860.0	19.0	Utrecht 16 mei 1931	Utrecht	16.0	5.0	1931.0	20.0
abko001holl02	Hollandsche jongens	1912	2de druk	herdruk	Chr.	van	Abkoude	Kluitman	Alkmaar	nl	proza	abko001holl02_01	https://www.dbnl.org/tekst/abko001holl02_01	abko001	1907	1907	exact	1910	1910	False	False	False	True	abko001holl02	1907-1907	1907-1907	Abkoude, Chr. van	[Christiaan Frederik (Chris)]	(Rotterdam 6 november 1880 - Portland (Oregon) 2 januari 1960)	1907	1931	Rotterdam 6 november 1880	Rotterdam	6.0	11.0	1880.0	19.0	Portland (Oregon) 2 januari 1960	Portland (Oregon)	2.0	1.0	1960.0	20.0
heij011ducz01	Duczika	1912	1ste druk	werk	Herman		Heijermans	Querido	Amsterdam	nl	proza	heij011ducz01_01	https://www.dbnl.org/tekst/heij011ducz01_01	heij011	1912	1912	exact	1910	1910	False	False	False	True			1912	Heijermans, Herman		(Rotterdam 3 december 1864 - Zandvoort 22 november 1924)	1898	1925	Rotterdam 3 december 1864	Rotterdam	3.0	12.0	1864.0	19.0	Zandvoort 22 november 1924	Zandvoort	22.0	11.0	1924.0	20.0
quer002jord02	De Jordaan: Amsterdamsch epos. Deel 1	1912	1ste druk	werk	Israël		Querido			nl	proza	quer002jord02_01	https://www.dbnl.org/tekst/quer002jord02_01	quer002	1912	1912	exact	1910	1910	False	False	False	True			1912	Querido, Israël		(Amsterdam 1 oktober 1872 - Amsterdam 5 augustus 1932)	1901	1924	Amsterdam 1 oktober 1872	Amsterdam	1.0	10.0	1872.0	19.0	Amsterdam 5 augustus 1932	Amsterdam	5.0	8.0	1932.0	20.0
clem031zilv01	De 'Zilveren Kruisjes' 	1912	2de druk	herdruk	Bertha		Clément	Gebr. Kluitman	Alkmaar	nl	proza	clem031zilv01_01	https://www.dbnl.org/tekst/clem031zilv01_01	clem031	1898	1898	exact	1910	1910	False	False	False	True	clem031zilv01	1898-1898	1898-1898	Clément, Bertha		(1852 -   1930)	1898	1898	1852				1852.0	19.0	1930				1930.0	20.0
schl016jong03	De jongste thuis	1912	1ste druk	werk	Alberdina Hermanna		Schlüter	Gebr. Kluitman	Alkmaar	nl	proza	schl016jong03_01	https://www.dbnl.org/tekst/schl016jong03_01	schl016	1912	1912	exact	1910	1910	False	False	False	True			1912	Schlüter, Alberdina Hermanna		(1877 -   1946)	1905	1912	1877				1877.0	19.0	1946				1946.0	20.0
maur005opre01	Op reis en thuis	1912	2de druk	herdruk	Justus	van	Maurik	Van Holkema en Warendorf	Amsterdam	nl	proza	maur005opre01_01	https://www.dbnl.org/tekst/maur005opre01_01	maur005	1905	1905	exact	1910	1910	False	False	False	True	maur005opre01	1905-1905	1905-1905	Maurik, Justus van		(Amsterdam 16 augustus 1846 - Amsterdam 18 november 1904)	1879	1905	Amsterdam 16 augustus 1846	Amsterdam	16.0	8.0	1846.0	19.0	Amsterdam 18 november 1904	Amsterdam	18.0	11.0	1904.0	20.0
reyn008lief01	Zijden en keerzijden. Deel 8. Liefde's schijn	1912	1ste druk	werk	Jeanne		Reyneke van Stuwe	L.J. Veen	Amsterdam	nl	proza	reyn008lief01_01	https://www.dbnl.org/tekst/reyn008lief01_01	reyn008	1912	1912	exact	1910	1910	False	False	False	True			1912	Reyneke van Stuwe, Jeanne	[Jeane Henriette Reine Reijneke]	(Soerakarta 1 september 1874 - Den Haag 24 juli 1951)	1898	1937	Soerakarta 1 september 1874	Soerakarta	1.0	9.0	1874.0	19.0	Den Haag 24 juli 1951	Den Haag	24.0	7.0	1951.0	20.0
stre028jess04	Jessica's eerste gebed	1912	14de druk	herdruk	Hesba		Stretton	G.F. Callenbach	Nijkerk	nl	proza	stre028jess04_01	https://www.dbnl.org/tekst/stre028jess04_01	stre028	1868	1868	exact	1910	1910	False	False	False	True	stre028jess04	1868-1868	1868-1868	Stretton, Hesba		(Wellington Shropshire 27 juli 1832 - Ham Common Surrey 8 oktober 1911)	1868	1868	Wellington Shropshire 27 juli 1832	Wellington Shropshire	27.0	7.0	1832.0	19.0	Ham Common Surrey 8 oktober 1911	Ham Common Surrey	8.0	10.0	1911.0	20.0
sche034berg01	De berg van droomen	1913	1ste druk	werk	Arthur	van	Schendel	Versluys	Amsterdam	nl	proza	sche034berg01_01	https://www.dbnl.org/tekst/sche034berg01_01	sche034	1913	1913	exact	1910	1910	False	False	False	True			1913	Schendel, Arthur van		(Batavia 5 maart 1874 - Amsterdam 11 september 1946)	1896	1938	Batavia 5 maart 1874	Batavia	5.0	3.0	1874.0	19.0	Amsterdam 11 september 1946	Amsterdam	11.0	9.0	1946.0	20.0
abko001janb01	Jan Boenders. Hoe een echt Hollandsche jongen in Amerika rijk werd	1913	1ste druk	werk	Chr.	van	Abkoude	Scheltens & Giltay	Amsterdam	nl	proza	abko001janb01_01	https://www.dbnl.org/tekst/abko001janb01_01	abko001	1913	1913	exact	1910	1910	False	False	False	True			1913	Abkoude, Chr. van	[Christiaan Frederik (Chris)]	(Rotterdam 6 november 1880 - Portland (Oregon) 2 januari 1960)	1907	1931	Rotterdam 6 november 1880	Rotterdam	6.0	11.0	1880.0	19.0	Portland (Oregon) 2 januari 1960	Portland (Oregon)	2.0	1.0	1960.0	20.0
sinc001sanc01	Sancta musica 	1913	1ste druk	werk	F.	de	Sinclair	Van Holkema & Warendorf	Amsterdam	nl	proza	sinc001sanc01_01	https://www.dbnl.org/tekst/sinc001sanc01_01	sinc001	1913	1913	exact	1910	1910	False	False	False	True			1913	Sinclair, F. de		(Heinkenszand 22 februari 1873 -  2 januari 1953)	1913	1913	Heinkenszand 22 februari 1873	Heinkenszand	22.0	2.0	1873.0	19.0	2 januari 1953	2		1.0	1953.0	20.0
ufke004vroo01	Een vroolijke Frans 	1913	1ste druk	werk	Jo		Ufkes	Valkhoff & Co.	Amersfoort	nl	proza	ufke004vroo01_01	https://www.dbnl.org/tekst/ufke004vroo01_01	ufke004	1913	1913	exact	1910	1910	False	False	False	True			1913	Ufkes, Jo		(?(19de eeuw) -   ?(20ste eeuw))	1913	1913	?(19de eeuw)					19.0	?(20ste eeuw)					20.0
witm001jong01	Jonge vechtersbazen	1913	3de druk	herdruk	Tine	van	Berken	H.J.W. Becht	Amsterdam	nl	proza	witm001jong01_01	https://www.dbnl.org/tekst/witm001jong01_01	witm001	1896	1896	exact	1910	1910	False	False	False	True	witm001jong01	1896-1896	1896-1896	Berken, Tine van		(Amsterdam 29 september 1870 - Amsterdam 7 december 1899)	1890	1905	Amsterdam 29 september 1870	Amsterdam	29.0	9.0	1870.0	19.0	Amsterdam 7 december 1899	Amsterdam	7.0	12.0	1899.0	19.0
witm001alfr01	Alfred's gedragboekje	1913	3de druk	herdruk	Tine	van	Berken	H.J.W. Becht	Amsterdam	nl	proza	witm001alfr01_01	https://www.dbnl.org/tekst/witm001alfr01_01	witm001	1890	1890	exact	1910	1910	False	False	False	True	witm001alfr01	1890-1890	1890-1890	Berken, Tine van		(Amsterdam 29 september 1870 - Amsterdam 7 december 1899)	1890	1905	Amsterdam 29 september 1870	Amsterdam	29.0	9.0	1870.0	19.0	Amsterdam 7 december 1899	Amsterdam	7.0	12.0	1899.0	19.0
snie001onze01	Onze boeren	1913	herdruk	herdruk	August		Snieders	Veritas Ch. & H. Courtin	Antwerpen	be	proza	snie001onze01_01	https://www.dbnl.org/tekst/snie001onze01_01	snie001	1889	1889	exact	1910	1910	False	False	False	True	snie001onze01	1889-1889	1889-1889	Snieders, August		(Bladel 8 mei 1825 - Borgerhout 19 november 1904)	1851	1931	Bladel 8 mei 1825	Bladel	8.0	5.0	1825.0	19.0	Borgerhout 19 november 1904	Borgerhout	19.0	11.0	1904.0	20.0
lamb015wing01	Het wingewest	1914	1ste druk	werk	Lambrecht		Lambrechts			be	proza	lamb015wing01_01	https://www.dbnl.org/tekst/lamb015wing01_01	lamb015	1914	1914	exact	1910	1910	False	False	False	True			1914	Lambrechts, Lambrecht		(Hoeselt 24 september 1865 - Gent 13 juli 1932)	1914	1914	Hoeselt 24 september 1865	Hoeselt	24.0	9.0	1865.0	19.0	Gent 13 juli 1932	Gent	13.0	7.0	1932.0	20.0
rutt004onde01	Onder den rook der mijn	1914	1ste druk	werk	Felix		Rutten	Veen	Amsterdam	nl	proza	rutt004onde01_01	https://www.dbnl.org/tekst/rutt004onde01_01	rutt004	1914	1914	exact	1910	1910	False	False	False	True			1914	Rutten, Felix	[Felix Jean Joseph Hubert]	(Sittard 13 juli 1882 - Rome 22 december 1971)	1914	1958	Sittard 13 juli 1882	Sittard	13.0	7.0	1882.0	19.0	Rome 22 december 1971	Rome	22.0	12.0	1971.0	20.0
ouds001will01	Willem Mertens' levensspiegel	1914	1ste druk	werk	J.	van	Oudshoorn	Brusse's Uitgevers-Maatschappij	Rotterdam	nl	proza	ouds001will01_01	https://www.dbnl.org/tekst/ouds001will01_01	ouds001	1914	1914	exact	1910	1910	False	False	False	True			1914	Oudshoorn, J. van		(Den Haag 20 december 1876 - Den Haag 31 juli 1951)	1914	1965	Den Haag 20 december 1876	Den Haag	20.0	12.0	1876.0	19.0	Den Haag 31 juli 1951	Den Haag	31.0	7.0	1951.0	20.0
keni001roma01	De roman van een jeugd. Een ondergang in Parijs	1914	1ste druk	werk	Paul		Kenis	W.L.& J. Brusse Uitgevers Maatschappij		nl	proza	keni001roma01_01	https://www.dbnl.org/tekst/keni001roma01_01	keni001	1914	1914	exact	1910	1910	False	False	False	True			1914	Kenis, Paul		(Bocholt 11 juli 1885 - Brussel 28 juli 1934)	1914	1930	Bocholt 11 juli 1885	Bocholt	11.0	7.0	1885.0	19.0	Brussel 28 juli 1934	Brussel	28.0	7.0	1934.0	20.0
abko001piet04	Pietje Bell, of de lotgevallen van een ondeugenden jongen	1914	1ste druk	werk	Chr.	van	Abkoude	Gebr. Kluitman	Alkmaar	nl	proza	abko001piet04_01	https://www.dbnl.org/tekst/abko001piet04_01	abko001	1914	1914	exact	1910	1910	False	False	False	True			1914	Abkoude, Chr. van	[Christiaan Frederik (Chris)]	(Rotterdam 6 november 1880 - Portland (Oregon) 2 januari 1960)	1907	1931	Rotterdam 6 november 1880	Rotterdam	6.0	11.0	1880.0	19.0	Portland (Oregon) 2 januari 1960	Portland (Oregon)	2.0	1.0	1960.0	20.0
snie001kraa02	De kraaien zullen 't uitbrengen	1914	herdruk	herdruk	August		Snieders	Malmberg	Nijmegen	nl	proza	snie001kraa02_01	https://www.dbnl.org/tekst/snie001kraa02_01	snie001	1879	1879	exact	1910	1910	False	False	False	True	snie001kraa02	1879-1879	1879-1879	Snieders, August		(Bladel 8 mei 1825 - Borgerhout 19 november 1904)	1851	1931	Bladel 8 mei 1825	Bladel	8.0	5.0	1825.0	19.0	Borgerhout 19 november 1904	Borgerhout	19.0	11.0	1904.0	20.0
quer002jord03	De Jordaan: Amsterdamsch epos. Deel 2: Van Nes en Zeedijk	1914	1ste druk	werk	Israël		Querido			nl	proza	quer002jord03_01	https://www.dbnl.org/tekst/quer002jord03_01	quer002	1914	1914	exact	1910	1910	False	False	False	True			1914	Querido, Israël		(Amsterdam 1 oktober 1872 - Amsterdam 5 augustus 1932)	1901	1924	Amsterdam 1 oktober 1872	Amsterdam	1.0	10.0	1872.0	19.0	Amsterdam 5 augustus 1932	Amsterdam	5.0	8.0	1932.0	20.0
witm001plaa01	Plaaggeest	1914	3de druk	herdruk	Tine	van	Berken	H.J.W. Becht	Amsterdam	nl	proza	witm001plaa01_01	https://www.dbnl.org/tekst/witm001plaa01_01	witm001	1897	1897	exact	1910	1910	False	False	False	True	witm001plaa01	1897-1897	1897-1897	Berken, Tine van		(Amsterdam 29 september 1870 - Amsterdam 7 december 1899)	1890	1905	Amsterdam 29 september 1870	Amsterdam	29.0	9.0	1870.0	19.0	Amsterdam 7 december 1899	Amsterdam	7.0	12.0	1899.0	19.0
witm001hedw01	Hedwigs St. Nicolaasfeest	1914	3de druk	herdruk	Tine	van	Berken	H.J.W. Becht	Amsterdam	nl	proza	witm001hedw01_01	https://www.dbnl.org/tekst/witm001hedw01_01	witm001	1897	1897	exact	1910	1910	False	False	False	True	witm001hedw01	1897-1897	1897-1897	Berken, Tine van		(Amsterdam 29 september 1870 - Amsterdam 7 december 1899)	1890	1905	Amsterdam 29 september 1870	Amsterdam	29.0	9.0	1870.0	19.0	Amsterdam 7 december 1899	Amsterdam	7.0	12.0	1899.0	19.0
witm001klei02	Kleine menschen	1914	3de druk	herdruk	Tine	van	Berken	H.J.W. Becht/G.J. Thieme	Amsterdam / Nijmegen	nl	proza	witm001klei02_01	https://www.dbnl.org/tekst/witm001klei02_01	witm001	1897	1897	exact	1910	1910	False	False	False	True	witm001klei02	1897-1897	1897-1897	Berken, Tine van		(Amsterdam 29 september 1870 - Amsterdam 7 december 1899)	1890	1905	Amsterdam 29 september 1870	Amsterdam	29.0	9.0	1870.0	19.0	Amsterdam 7 december 1899	Amsterdam	7.0	12.0	1899.0	19.0
stre009kers03	Het kerstekind	1914	2de druk	herdruk	Stijn		Streuvels	L.J. Veen/M. Breur & Zonen	Amsterdam/Ooltgensplaat	nl	proza	stre009kers03_01	https://www.dbnl.org/tekst/stre009kers03_01	stre009	1911	1911	exact	1910	1910	False	False	False	True	stre009kers03	1911-1911	1911-1911	Streuvels, Stijn		(Heule 3 oktober 1871 - Ingooigem (Anzegem) 15 augustus 1969)	1901	1943	Heule 3 oktober 1871	Heule	3.0	10.0	1871.0	19.0	Ingooigem (Anzegem) 15 augustus 1969	Ingooigem (Anzegem)	15.0	8.0	1969.0	20.0
hoog222gelu07	Een gelukkig viertal  	1914	2de druk	herdruk	Aletta		Hoog	Gebr. Kluitman	Alkmaar	nl	proza	hoog222gelu07_01	https://www.dbnl.org/tekst/hoog222gelu07_01	hoog222	1903	1903	exact	1910	1910	False	False	False	True	hoog222gelu07	1903-1903	1903-1903	Hoog, Aletta		(1869 -   1924)	1903	1914	1869				1869.0	19.0	1924				1924.0	20.0
hoog222holl03	Een Hollandsch meisje in Amerika 	1914	1ste druk	werk	Aletta		Hoog	H. ten Brink	Meppel	nl	proza	hoog222holl03_01	https://www.dbnl.org/tekst/hoog222holl03_01	hoog222	1914	1914	exact	1910	1910	False	False	False	True			1914	Hoog, Aletta		(1869 -   1924)	1903	1914	1869				1869.0	19.0	1924				1924.0	20.0
savo001omde01	Om de eere Gods	1914	2de druk	herdruk	Anna	de	Savornin Lohman		Amsterdam	nl	proza	savo001omde01_01	https://www.dbnl.org/tekst/savo001omde01_01	savo001	1910	1910	exact	1910	1910	False	False	False	True	savo001omde01	1910-1910	1910-1910	Savornin Lohman, Anna de	[Catharina Anna Maria]	(Assen 14 januari 1868 - Den Haag 23 september 1930)	1896	1910	Assen 14 januari 1868	Assen	14.0	1.0	1868.0	19.0	Den Haag 23 september 1930	Den Haag	23.0	9.0	1930.0	20.0
hill001onde01	Onder het stroodak	1915	1ste druk	werk	C.M.	van	Hille-Gaerthé	Nijgh & van Ditmar	Rotterdam	nl	proza	hill001onde01_01	https://www.dbnl.org/tekst/hill001onde01_01	hill001	1915	1915	exact	1910	1910	False	False	False	True			1915	Hille-Gaerthé, C.M. van	[Catharina Magdalena]	(Zwolle 17 mei 1881 - Den Haag 31 december 1958)	1915	1915	Zwolle 17 mei 1881	Zwolle	17.0	5.0	1881.0	19.0	Den Haag 31 december 1958	Den Haag	31.0	12.0	1958.0	20.0
ido_001paup03	De paupers	1915	1ste druk	werk	Victor		Ido	Valkhoff & Co.	Amersfoort	nl	proza	ido_001paup03_01	https://www.dbnl.org/tekst/ido_001paup03_01	ido_001	1915	1915	exact	1910	1910	False	False	False	True			1915	Ido, Victor		(Soerabaya 8 februari 1869 - Den Haag 20 mei 1948)	1915	1915	Soerabaya 8 februari 1869	Soerabaya	8.0	2.0	1869.0	19.0	Den Haag 20 mei 1948	Den Haag	20.0	5.0	1948.0	20.0
witm001bere01	De Berewoudjes	1915	4de, herziene druk	herdruk	Tine	van	Berken	H.J.W. Becht	Amsterdam	nl	proza	witm001bere01_01	https://www.dbnl.org/tekst/witm001bere01_01	witm001	1895	1895	exact	1910	1910	False	False	False	True	witm001bere01	1895-1895	1895-1895	Berken, Tine van		(Amsterdam 29 september 1870 - Amsterdam 7 december 1899)	1890	1905	Amsterdam 29 september 1870	Amsterdam	29.0	9.0	1870.0	19.0	Amsterdam 7 december 1899	Amsterdam	7.0	12.0	1899.0	19.0
osen002wild05	Wilde Jo	1915	1ste druk	werk	C.J.	van	Osenbruggen	G.B. van Goor Zonen	Gouda	nl	proza	osen002wild05_01	https://www.dbnl.org/tekst/osen002wild05_01	osen002	1915	1915	exact	1910	1910	False	False	False	True			1915	Osenbruggen, C.J. van	[Cornelia (Cor)]	(?(19de eeuw) -   ?(20ste eeuw))	1914	1915	?(19de eeuw)					19.0	?(20ste eeuw)					20.0
sonn014wimh01	Wim Hens. Lotgevallen van een pleegkind	1915	1ste druk	werk	H.W.		Sonnega Ez	L.J. Veerman	Heusden	nl	proza	sonn014wimh01_01	https://www.dbnl.org/tekst/sonn014wimh01_01	sonn014	1915	1915	exact	1910	1910	False	False	False	True			1915	Sonnega Ez, H.W.			1915	1915												
witm001robb01	Robbedoes	1915	3de druk	herdruk	Tine	van	Berken	H.J.W. Becht	Amsterdam	nl	proza	witm001robb01_01	https://www.dbnl.org/tekst/witm001robb01_01	witm001	1898	1898	exact	1910	1910	False	False	False	True	witm001robb01	1898-1898	1898-1898	Berken, Tine van		(Amsterdam 29 september 1870 - Amsterdam 7 december 1899)	1890	1905	Amsterdam 29 september 1870	Amsterdam	29.0	9.0	1870.0	19.0	Amsterdam 7 december 1899	Amsterdam	7.0	12.0	1899.0	19.0
witm001gesc01	De geschiedenis van een broodtrommeltje	1915	3de druk	herdruk	Tine	van	Berken	H.J.W. Becht	Amsterdam	nl	proza	witm001gesc01_01	https://www.dbnl.org/tekst/witm001gesc01_01	witm001	1898	1898	exact	1910	1910	False	False	False	True	witm001gesc01	1898-1898	1898-1898	Berken, Tine van		(Amsterdam 29 september 1870 - Amsterdam 7 december 1899)	1890	1905	Amsterdam 29 september 1870	Amsterdam	29.0	9.0	1870.0	19.0	Amsterdam 7 december 1899	Amsterdam	7.0	12.0	1899.0	19.0
witm001onde01	Onder ons	1915	3de druk	herdruk	Tine	van	Berken	H.J.W. Becht/G.J. Thieme	Amsterdam / Nijmegen	nl	proza	witm001onde01_01	https://www.dbnl.org/tekst/witm001onde01_01	witm001	1898	1898	exact	1910	1910	False	False	False	True	witm001onde01	1898-1898	1898-1898	Berken, Tine van		(Amsterdam 29 september 1870 - Amsterdam 7 december 1899)	1890	1905	Amsterdam 29 september 1870	Amsterdam	29.0	9.0	1870.0	19.0	Amsterdam 7 december 1899	Amsterdam	7.0	12.0	1899.0	19.0
witm001hein01	Heintje Pochhans	1915	3de druk	herdruk	Tine	van	Berken	H.J.W. Becht	Amsterdam	nl	proza	witm001hein01_01	https://www.dbnl.org/tekst/witm001hein01_01	witm001	1898	1898	exact	1910	1910	False	False	False	True	witm001hein01	1898-1898	1898-1898	Berken, Tine van		(Amsterdam 29 september 1870 - Amsterdam 7 december 1899)	1890	1905	Amsterdam 29 september 1870	Amsterdam	29.0	9.0	1870.0	19.0	Amsterdam 7 december 1899	Amsterdam	7.0	12.0	1899.0	19.0
brus002boef01	Boefje	1915	13de druk	herdruk	M.J.		Brusse	W.L. & J. Brusse	Rotterdam	nl	proza	brus002boef01_01	https://www.dbnl.org/tekst/brus002boef01_01	brus002	1903	1903	exact	1910	1910	False	False	False	True	brus002boef01	1903-1903	1903-1903	Brusse, M.J.	[Marie Joseph]	(Amsterdam 26 juni 1873 - Schoorl 6 januari 1941)	1903	1920	Amsterdam 26 juni 1873	Amsterdam	26.0	6.0	1873.0	19.0	Schoorl 6 januari 1941	Schoorl	6.0	1.0	1941.0	20.0
robb002roma02	De roman van Bernard Bandt	1915	5de druk	herdruk	Herman		Robbers	Robbers	Amsterdam	nl	proza	robb002roma02_01	https://www.dbnl.org/tekst/robb002roma02_01	robb002	1897	1897	exact	1910	1910	False	False	False	True	robb002roma02	1897-1897	1897-1897	Robbers, Herman		(Rotterdam 4 september 1868 - Amsterdam 15 september 1937)	1897	1924	Rotterdam 4 september 1868	Rotterdam	4.0	9.0	1868.0	19.0	Amsterdam 15 september 1937	Amsterdam	15.0	9.0	1937.0	20.0
love002bina01	Bina	1915	1ste druk	werk	Virginie		Loveling	Valkhoff	Amersfoort	nl	proza	love002bina01_01	https://www.dbnl.org/tekst/love002bina01_01	love002	1915	1915	exact	1910	1910	False	False	False	True			1915	Loveling, Virginie		(Nevele 17 mei 1836 - Gent 1 december 1923)	1879	1920	Nevele 17 mei 1836	Nevele	17.0	5.0	1836.0	19.0	Gent 1 december 1923	Gent	1.0	12.0	1923.0	20.0
abko001jaap01	Jaap Snoek van Volendam	1915	1ste druk	werk	Chr.	van	Abkoude	Kluitman	Alkmaar	nl	proza	abko001jaap01_01	https://www.dbnl.org/tekst/abko001jaap01_01	abko001	1915	1915	exact	1910	1910	False	False	False	True			1915	Abkoude, Chr. van	[Christiaan Frederik (Chris)]	(Rotterdam 6 november 1880 - Portland (Oregon) 2 januari 1960)	1907	1931	Rotterdam 6 november 1880	Rotterdam	6.0	11.0	1880.0	19.0	Portland (Oregon) 2 januari 1960	Portland (Oregon)	2.0	1.0	1960.0	20.0
abko001jong02	Het jongenskamp	1915	2de druk	herdruk	Chr.	van	Abkoude	Kluitman	Alkmaar	nl	proza	abko001jong02_01	https://www.dbnl.org/tekst/abko001jong02_01	abko001	1910	1910	exact	1910	1910	False	False	False	True	abko001jong02	1910-1910	1910-1910	Abkoude, Chr. van	[Christiaan Frederik (Chris)]	(Rotterdam 6 november 1880 - Portland (Oregon) 2 januari 1960)	1907	1931	Rotterdam 6 november 1880	Rotterdam	6.0	11.0	1880.0	19.0	Portland (Oregon) 2 januari 1960	Portland (Oregon)	2.0	1.0	1960.0	20.0
reyn008groo01	Zijden en keerzijden. Deel 11. De groote voltige	1915	1ste druk	werk	Jeanne		Reyneke van Stuwe	L.J. Veen	Amsterdam	nl	proza	reyn008groo01_01	https://www.dbnl.org/tekst/reyn008groo01_01	reyn008	1915	1915	exact	1910	1910	False	False	False	True			1915	Reyneke van Stuwe, Jeanne	[Jeane Henriette Reine Reijneke]	(Soerakarta 1 september 1874 - Den Haag 24 juli 1951)	1898	1937	Soerakarta 1 september 1874	Soerakarta	1.0	9.0	1874.0	19.0	Den Haag 24 juli 1951	Den Haag	24.0	7.0	1951.0	20.0
reyn008haag01	Haagsch schimmenspel	1915	1ste druk	werk	Jeanne		Reyneke van Stuwe	L.J. Veen	Amsterdam	nl	proza	reyn008haag01_01	https://www.dbnl.org/tekst/reyn008haag01_01	reyn008	1915	1915	exact	1910	1910	False	False	False	True			1915	Reyneke van Stuwe, Jeanne	[Jeane Henriette Reine Reijneke]	(Soerakarta 1 september 1874 - Den Haag 24 juli 1951)	1898	1937	Soerakarta 1 september 1874	Soerakarta	1.0	9.0	1874.0	19.0	Den Haag 24 juli 1951	Den Haag	24.0	7.0	1951.0	20.0
timm010pall01	Pallieter	1916	1ste druk	werk	Felix		Timmermans	Van Kampen	Amsterdam	nl	proza	timm010pall01_01	https://www.dbnl.org/tekst/timm010pall01_01	timm010	1916	1916	exact	1910	1910	False	False	False	True			1916	Timmermans, Felix	[Leopold Maximiliaan Felix]	(Lier 5 juli 1886 - Lier 24 januari 1947)	1909	1967	Lier 5 juli 1886	Lier	5.0	7.0	1886.0	19.0	Lier 24 januari 1947	Lier	24.0	1.0	1947.0	20.0
such003stil01	De stille lach	1916	1ste druk	werk	Nico	van	Suchtelen			nl	proza	such003stil01_01	https://www.dbnl.org/tekst/such003stil01_01	such003	1916	1916	exact	1910	1910	False	False	False	True			1916	Suchtelen, Nico van	[Nicolaas Johannes]	(Amsterdam 25 oktober 1878 - Ermelo 26 augustus 1949)	1916	1916	Amsterdam 25 oktober 1878	Amsterdam	25.0	10.0	1878.0	19.0	Ermelo 26 augustus 1949	Ermelo	26.0	8.0	1949.0	20.0
