ti_id	titel	jaar	druk	categorie	voornaam	voorvoegsel	achternaam	uitgever	plaats_van_uitgave	cc_land	genre	geplaatst	link naar DBNL.org	author_id	year_start	year_end	year_precision	decade_start	decade_end	is_anonymous	no_author_id	is_magazine	is_prose	reprint_id	orig_jaar	best_jaar	Naam	Volledige voornaam	Personalia	active_start	active_end	dob_string	dob_location	dob_day	dob_month	dob_year	dob_century	dod_string	dod_location	dod_day	dod_month	dod_year	dod_century
dekk007zijn01	Zijn wereld	1928	1ste druk	werk	Maurits		Dekker	Leopold	's-Gravenhage	nl	proza	dekk007zijn01_01	https://www.dbnl.org/tekst/dekk007zijn01_01	dekk007	1928	1928	exact	1920	1920	False	False	False	True			1928	Dekker, Maurits	[Maurits Rudolf Joël]	(Amsterdam 16 juli 1896 - Amsterdam 7 oktober 1962)	1928	1957	Amsterdam 16 juli 1896	Amsterdam	16.0	7.0	1896.0	19.0	Amsterdam 7 oktober 1962	Amsterdam	7.0	10.0	1962.0	20.0
holt075gehe01	De geheime kamer van het Cecil-hotel	1928	1ste druk	werk	William		Holt	Het Nederlandsche Boekhuis	Tilburg	nl	proza	holt075gehe01_01	https://www.dbnl.org/tekst/holt075gehe01_01	holt075	1928	1928	exact	1920	1920	False	False	False	True			1928	Holt, William	[Wilhelmus Hermanus (Willem)]	(Deventer 21 december 1881 - Tilburg 7 januari 1948)	1920	1928	Deventer 21 december 1881	Deventer	21.0	12.0	1881.0	19.0	Tilburg 7 januari 1948	Tilburg	7.0	1.0	1948.0	20.0
thir001izeg01	Izegrim	1929	1ste druk	werk	Antoon		Thiry			be	proza	thir001izeg01_01	https://www.dbnl.org/tekst/thir001izeg01_01	thir001	1929	1929	exact	1920	1920	False	False	False	True			1929	Thiry, Antoon	[Antoon Jan Frans]	(Leuven 8 september 1888 - Antwerpen 13 juli 1954)	1920	1936	Leuven 8 september 1888	Leuven	8.0	9.0	1888.0	19.0	Antwerpen 13 juli 1954	Antwerpen	13.0	7.0	1954.0	20.0
flee001opin01	Opinies van Proke Plebs	1929	?	herdruk	Emiel		Fleerackers	Bode van het H. Hart		be	proza	flee001opin01_01	https://www.dbnl.org/tekst/flee001opin01_01	flee001	1925	1925	exact	1920	1920	False	False	False	True	flee001opin01	1925-1925	1925-1925	Fleerackers, Emiel		(Turnhout 17 april 1877 - Turnhout 1 juli 1948)	1921	1935	Turnhout 17 april 1877	Turnhout	17.0	4.0	1877.0	19.0	Turnhout 1 juli 1948	Turnhout	1.0	7.0	1948.0	20.0
snie001voet02	Werken. Deel 33. De voetbranders	1929	1ste druk	uitgave	August		Snieders	Maatschappij voor God en 't volk	Antwerpen	be	proza	snie001voet02_01	https://www.dbnl.org/tekst/snie001voet02_01	snie001	1870	1870	exact	1920	1920	False	False	False	True	snie001voet02	1870-1870	1870-1870	Snieders, August		(Bladel 8 mei 1825 - Borgerhout 19 november 1904)	1851	1931	Bladel 8 mei 1825	Bladel	8.0	5.0	1825.0	19.0	Borgerhout 19 november 1904	Borgerhout	19.0	11.0	1904.0	20.0
vlet002lang03	De lange mid-voor van T.T.T. Een verhaal voor voetballiefhebbers	1929	1ste druk	werk	A.C.C.	de	Vletter	Gebr. Kluitman	Alkmaar	nl	proza	vlet002lang03_01	https://www.dbnl.org/tekst/vlet002lang03_01	vlet002	1929	1929	exact	1920	1920	False	False	False	True			1929	Vletter, A.C.C. de	[Antony Cornelis Christiaan]	(Scheveningen 17 september 1866 - Den Haag  1935)	1902	1932	Scheveningen 17 september 1866	Scheveningen	17.0	9.0	1866.0	19.0	Den Haag  1935	Den Haag 			1935.0	20.0
kiev001inde03	In Den Otter. Een ware gebeurtenis uit het jaar 1813   	1929	5de druk	herdruk	C.J.		Kieviet	Valkhoff & Co.	Amersfoort	nl	proza	kiev001inde03_01	https://www.dbnl.org/tekst/kiev001inde03_01	kiev001	1908	1908	exact	1920	1920	False	False	False	True	kiev001inde03	1908-1908	1908-1908	Kieviet, C.J.	[Cornelis Johannes]	(Hoofddorp 8 maart 1858 - Wassenaar 10 augustus 1931)	1890	1933	Hoofddorp 8 maart 1858	Hoofddorp	8.0	3.0	1858.0	19.0	Wassenaar 10 augustus 1931	Wassenaar	10.0	8.0	1931.0	20.0
garr002zwar01	De Zwarte broeders	1929	1ste druk	werk	Richard	P.	Garrold	R.K. Jongensweeshuis	Tilburg	nl	proza	garr002zwar01_01	https://www.dbnl.org/tekst/garr002zwar01_01	garr002	1929	1929	exact	1920	1920	False	False	False	True			1929	Garrold, Richard P.			1929	1929												
been001port03	De portier van de Langepoort	1929	3de druk	herdruk	Joh. H.		Been	Gebr. Kluitman	Alkmaar	nl	proza	been001port03_01	https://www.dbnl.org/tekst/been001port03_01	been001	1923	1923	exact	1920	1920	False	False	False	True	been001port03	1923-1923	1923-1923	Been, Joh. H.	[Johan Hendrik]	(Brielle 8 februari 1859 - Brielle 23 december 1930)	1921	1923	Brielle 8 februari 1859	Brielle	8.0	2.0	1859.0	19.0	Brielle 23 december 1930	Brielle	23.0	12.0	1930.0	20.0
peti006moed02	Moeders oudste	1929	2de druk	herdruk	Willy		Pétillon	Van Holkema & Warendorf	Amsterdam	nl	proza	peti006moed02_01	https://www.dbnl.org/tekst/peti006moed02_01	peti006	1921	1921	exact	1920	1920	False	False	False	True	peti006moed02	1921-1921	1921-1921	Pétillon, Willy		(Vlissingen 23 juni 1883 - Den Haag 13 april 1948)	1921	1921	Vlissingen 23 juni 1883	Vlissingen	23.0	6.0	1883.0	19.0	Den Haag 13 april 1948	Den Haag	13.0	4.0	1948.0	20.0
marx002reke02	Rekel	1929	4de druk	herdruk	Cissy	van	Marxveldt	Valkhoff & Co.	Amersfoort	nl	proza	marx002reke02_01	https://www.dbnl.org/tekst/marx002reke02_01	marx002	1924	1924	exact	1920	1920	False	False	False	True	marx002reke02	1924-1924	1924-1924	Marxveldt, Cissy van		(Oranjewoud 24 november 1889 - Bussum 31 oktober 1948)	1917	1950	Oranjewoud 24 november 1889	Oranjewoud	24.0	11.0	1889.0	19.0	Bussum 31 oktober 1948	Bussum	31.0	10.0	1948.0	20.0
kiev001vroo03	Het vroolijke trio	1929	3de druk	herdruk	C.J.		Kieviet	Valkhoff & Co	Amersfoort	nl	proza	kiev001vroo03_01	https://www.dbnl.org/tekst/kiev001vroo03_01	kiev001	1920	1920	exact	1920	1920	False	False	False	True	kiev001vroo03	1920-1920	1920-1920	Kieviet, C.J.	[Cornelis Johannes]	(Hoofddorp 8 maart 1858 - Wassenaar 10 augustus 1931)	1890	1933	Hoofddorp 8 maart 1858	Hoofddorp	8.0	3.0	1858.0	19.0	Wassenaar 10 augustus 1931	Wassenaar	10.0	8.0	1931.0	20.0
kiev001kamp01	Het kamp in 't spookbosch. De avonturen van vier Z.K.C.ërs	1929	1ste druk	werk	C.J.		Kieviet	Andries Blitz/C. Haasbeek	Amsterdam	nl	proza	kiev001kamp01_01	https://www.dbnl.org/tekst/kiev001kamp01_01	kiev001	1929	1929	exact	1920	1920	False	False	False	True			1929	Kieviet, C.J.	[Cornelis Johannes]	(Hoofddorp 8 maart 1858 - Wassenaar 10 augustus 1931)	1890	1933	Hoofddorp 8 maart 1858	Hoofddorp	8.0	3.0	1858.0	19.0	Wassenaar 10 augustus 1931	Wassenaar	10.0	8.0	1931.0	20.0
dekk007waar02	Waarom ik niet krankzinnig ben (onder ps. Boris Robazki)	1929	1ste druk	werk	Maurits		Dekker	De Arbeiderspers	Amsterdam	nl	proza	dekk007waar02_01	https://www.dbnl.org/tekst/dekk007waar02_01	dekk007	1929	1929	exact	1920	1920	False	False	False	True			1929	Dekker, Maurits	[Maurits Rudolf Joël]	(Amsterdam 16 juli 1896 - Amsterdam 7 oktober 1962)	1928	1957	Amsterdam 16 juli 1896	Amsterdam	16.0	7.0	1896.0	19.0	Amsterdam 7 oktober 1962	Amsterdam	7.0	10.0	1962.0	20.0
knut002lent01	Lentestormen	1929	2de druk	herdruk	Elise		Knuttel-Fabius	G.B. Van Goor Zonen's uitgevers mij	Den Haag	nl	proza	knut002lent01_01	https://www.dbnl.org/tekst/knut002lent01_01	knut002	1929	1929	exact	1920	1920	False	False	False	True			1929	Knuttel-Fabius, Elise	[Johanna Christina Frederika Elisabeth]	(Batavia 7 maart 1857 -   1944)	1929	1929	Batavia 7 maart 1857	Batavia	7.0	3.0	1857.0	19.0	1944				1944.0	20.0
zern001loop01	De loop der dingen	1929	1ste druk	werk	Elisabeth		Zernike	Nijgh & Van Ditmar	Rotterdam	nl	proza	zern001loop01_01	https://www.dbnl.org/tekst/zern001loop01_01	zern001	1929	1929	exact	1920	1920	False	False	False	True			1929	Zernike, Elisabeth		(Amsterdam 8 juli 1891 - Laren 12 maart 1982)	1920	1963	Amsterdam 8 juli 1891	Amsterdam	8.0	7.0	1891.0	19.0	Laren 12 maart 1982	Laren	12.0	3.0	1982.0	20.0
cauw004lich01	Het licht achter den heuvel	1929	1ste druk	werk	August	van	Cauwelaert	Standaard-Boekhandel	Antwerpen	be	proza	cauw004lich01_01	https://www.dbnl.org/tekst/cauw004lich01_01	cauw004	1929	1929	exact	1920	1920	False	False	False	True			1929	Cauwelaert, August van		(O.L. Vrouw-Lombeek 31 december 1885 - Antwerpen 4 juli 1945)	1929	1935	O.L. Vrouw-Lombeek 31 december 1885	O.L. Vrouw-Lombeek	31.0	12.0	1885.0	19.0	Antwerpen 4 juli 1945	Antwerpen	4.0	7.0	1945.0	20.0
brug007gesc01	De geschiedenis van het huis. Een verhaal van vele avonturen	1929	1ste druk	werk	Kees	van	Bruggen	Van Dishoeck	Bussum	nl	proza	brug007gesc01_01	https://www.dbnl.org/tekst/brug007gesc01_01	brug007	1929	1929	exact	1920	1920	False	False	False	True			1929	Bruggen, Kees van	[Cornelis Johannes Antonius]	(Den Helder 14 november 1874 - Amsterdam 19 september 1960)	1917	1949	Den Helder 14 november 1874	Den Helder	14.0	11.0	1874.0	19.0	Amsterdam 19 september 1960	Amsterdam	19.0	9.0	1960.0	20.0
baek004gehe01	Het geheim van 'De drie snoeken'	1929	1ste druk	werk	Lode		Baekelmans	Nederlandsche Uitgevers Maatschappij	Amsterdam	nl	proza	baek004gehe01_01	https://www.dbnl.org/tekst/baek004gehe01_01	baek004	1929	1929	exact	1920	1920	False	False	False	True			1929	Baekelmans, Lode	[Ludovicus Henricus]	(Antwerpen 26 januari 1879 - Antwerpen 11 mei 1965)	1901	1949	Antwerpen 26 januari 1879	Antwerpen	26.0	1.0	1879.0	19.0	Antwerpen 11 mei 1965	Antwerpen	11.0	5.0	1965.0	20.0
kuyl001brie01	De bries	1929	1ste druk	werk	Albert		Kuyle	De Gemeenschap	Utrecht	nl	proza	kuyl001brie01_01	https://www.dbnl.org/tekst/kuyl001brie01_01	kuyl001	1929	1929	exact	1920	1920	False	False	False	True			1929	Kuyle, Albert	[Louis Maria Albertus]	(Utrecht 27 februari 1904 - Utrecht 4 maart 1958)	1929	1933	Utrecht 27 februari 1904	Utrecht	27.0	2.0	1904.0	20.0	Utrecht 4 maart 1958	Utrecht	4.0	3.0	1958.0	20.0
ouds001pink01	Pinksteren	1929	1ste druk	werk	J.	van	Oudshoorn	Holkema en Warendorf's U.M.	Amsterdam	nl	proza	ouds001pink01_01	https://www.dbnl.org/tekst/ouds001pink01_01	ouds001	1929	1929	exact	1920	1920	False	False	False	True			1929	Oudshoorn, J. van		(Den Haag 20 december 1876 - Den Haag 31 juli 1951)	1914	1965	Den Haag 20 december 1876	Den Haag	20.0	12.0	1876.0	19.0	Den Haag 31 juli 1951	Den Haag	31.0	7.0	1951.0	20.0
phil006wond01	De wonderbare genezing	1929	1ste druk	werk	Marianne		Philips	Van Dishoeck	Bussum	nl	proza	phil006wond01_01	https://www.dbnl.org/tekst/phil006wond01_01	phil006	1929	1929	exact	1920	1920	False	False	False	True			1929	Philips, Marianne		(Amsterdam 18 maart 1886 - Naarden 13 mei 1951)	1929	1950	Amsterdam 18 maart 1886	Amsterdam	18.0	3.0	1886.0	19.0	Naarden 13 mei 1951	Naarden	13.0	5.0	1951.0	20.0
mars005vijf01	De vijf vingers	1929	1ste druk	werk	H.		Marsman	De Gemeenschap	Utrecht	nl	proza	mars005vijf01_01	https://www.dbnl.org/tekst/mars005vijf01_01	mars005	1929	1929	exact	1920	1920	False	False	False	True			1929	Marsman, H.	[Hendrik]	(Zeist 30 september 1899 - Het Kanaal 21 juni 1940)	1929	1933	Zeist 30 september 1899	Zeist	30.0	9.0	1899.0	19.0	Het Kanaal 21 juni 1940	Het Kanaal	21.0	6.0	1940.0	20.0
naef002voor01	Voor de poort	1929	8ste druk	herdruk	Top		Naeff	Van Holkema & Warendorf	Amsterdam	nl	proza	naef002voor01_01	https://www.dbnl.org/tekst/naef002voor01_01	naef002	1912	1912	exact	1920	1920	False	False	False	True	naef002voor01	1912-1912	1912-1912	Naeff, Top		(Dordrecht 24 maart 1878 - Dordrecht 22 april 1953)	1900	1926	Dordrecht 24 maart 1878	Dordrecht	24.0	3.0	1878.0	19.0	Dordrecht 22 april 1953	Dordrecht	22.0	4.0	1953.0	20.0
looy001nieu01	Nieuw proza	1929	1ste druk	werk	Jac.	van	Looy	Sijthoff	[Leiden]	nl	proza	looy001nieu01_01	https://www.dbnl.org/tekst/looy001nieu01_01	looy001	1929	1929	exact	1920	1920	False	False	False	True			1929	Looy, Jac. van	[Jacobus]	(Haarlem 13 september 1855 - Haarlem 24 februari 1930)	1903	1929	Haarlem 13 september 1855	Haarlem	13.0	9.0	1855.0	19.0	Haarlem 24 februari 1930	Haarlem	24.0	2.0	1930.0	20.0
smed001ontm01	De ontmoetingen van Rieuwertje Brand	1929	1ste druk	werk	Alie		Smeding	Nijgh &  Van Ditmar	Rotterdam	nl	proza	smed001ontm01_01	https://www.dbnl.org/tekst/smed001ontm01_01	smed001	1929	1929	exact	1920	1920	False	False	False	True			1929	Smeding, Alie		(Enkhuizen 17 juli 1890 - Utrecht 5 juli 1938)	1920	1939	Enkhuizen 17 juli 1890	Enkhuizen	17.0	7.0	1890.0	19.0	Utrecht 5 juli 1938	Utrecht	5.0	7.0	1938.0	20.0
wals004adel01	Adelaïde	1929	1ste druk	werk	Gerard		Walschap			be	proza	wals004adel01_01	https://www.dbnl.org/tekst/wals004adel01_01	wals004	1929	1929	exact	1920	1920	False	False	False	True			1929	Walschap, Gerard	[Jacob Lodewijk Gerard]	(Londerzeel (Sint-Jozef) 9 juli 1898 - Antwerpen 25 oktober 1989)	1929	1943	Londerzeel (Sint-Jozef) 9 juli 1898	Londerzeel (Sint-Jozef)	9.0	7.0	1898.0	19.0	Antwerpen 25 oktober 1989	Antwerpen	25.0	10.0	1989.0	20.0
quer001gesl10	Het geslacht der Santeljano's. De hooge lichte kim der stilte (onder ps. Joost Mendes)	1929	1ste druk	werk	Em.		Querido			nl	proza	quer001gesl10_01	https://www.dbnl.org/tekst/quer001gesl10_01	quer001	1929	1929	exact	1920	1920	False	False	False	True			1929	Querido, Em.		(Amsterdam 6 augustus 1871 - Sobibor 23 juli 1943)	1918	1929	Amsterdam 6 augustus 1871	Amsterdam	6.0	8.0	1871.0	19.0	Sobibor 23 juli 1943	Sobibor	23.0	7.0	1943.0	20.0
gerd001kant08	De kanten zakdoek. Een verhaal uit den ouden tijd	1929	10de druk	herdruk	Eduard		Gerdes	G.F. Callenbach	Nijkerk	nl	proza	gerd001kant08_01	https://www.dbnl.org/tekst/gerd001kant08_01	gerd001	1867	1867	exact	1920	1920	False	False	False	True	gerd001kant08	1867-1867	1867-1867	Gerdes, Eduard		(Kleef 12 augustus 1821 - Doetinchem 12 december 1898)	1858	1900	Kleef 12 augustus 1821	Kleef	12.0	8.0	1821.0	19.0	Doetinchem 12 december 1898	Doetinchem	12.0	12.0	1898.0	19.0
gend001hinn01	Hinne Rode	1929	1ste druk	werk	Reinier	van	Genderen Stort	Van Loghum Slaterus	Arnhem	nl	proza	gend001hinn01_01	https://www.dbnl.org/tekst/gend001hinn01_01	gend001	1929	1929	exact	1920	1920	False	False	False	True			1929	Genderen Stort, Reinier van	[Reinier Johannes Willem]	(Buitenzorg 1 mei 1886 - Wassenaar 7 januari 1942)	1925	1929	Buitenzorg 1 mei 1886	Buitenzorg	1.0	5.0	1886.0	19.0	Wassenaar 7 januari 1942	Wassenaar	7.0	1.0	1942.0	20.0
dool001laat01	De laatste ronde	1929	1ste druk	werk	A.	den	Doolaard	A.J.G. Strengholt's Uitgeversmaatschappij	Amsterdam	nl	proza	dool001laat01_01	https://www.dbnl.org/tekst/dool001laat01_01	dool001	1929	1929	exact	1920	1920	False	False	False	True			1929	Doolaard, A. den		(Zwolle 7 februari 1901 - Hoenderloo 26 juni 1994)	1929	1938	Zwolle 7 februari 1901	Zwolle	7.0	2.0	1901.0	20.0	Hoenderloo 26 juni 1994	Hoenderloo	26.0	6.0	1994.0	20.0
fran007blij01	De blijde kruisvaart	1929	?	herdruk	Fritz		Francken	Nederlandsche Uitgevers-Maatschappij	Amsterdam	nl	proza	fran007blij01_01	https://www.dbnl.org/tekst/fran007blij01_01	fran007	1919	1919	exact	1920	1920	False	False	False	True	fran007blij01	1919-1919	1919-1919	Francken, Fritz		(Antwerpen 17 april 1893 - Antwerpen 15 augustus 1969)	1919	1928	Antwerpen 17 april 1893	Antwerpen	17.0	4.0	1893.0	19.0	Antwerpen 15 augustus 1969	Antwerpen	15.0	8.0	1969.0	20.0
snie001naar01	Werken. Deel 34. Naar Cayenne	1929	1ste druk	uitgave	August		Snieders	Maatschappij voor God en 't Volk	Antwerpen	be	proza	snie001naar01_01	https://www.dbnl.org/tekst/snie001naar01_01	snie001	1869	1880	exact	1920	1920	False	False	False	True	snie001naar01	1869-1880	1869-1880	Snieders, August		(Bladel 8 mei 1825 - Borgerhout 19 november 1904)	1851	1931	Bladel 8 mei 1825	Bladel	8.0	5.0	1825.0	19.0	Borgerhout 19 november 1904	Borgerhout	19.0	11.0	1904.0	20.0
kemp004ster01	Sterren, musschen en ratels	1929	1ste druk	werk	Mathias		Kemp	Uitgeversmij Veldeke	Maastricht	nl	proza	kemp004ster01_01	https://www.dbnl.org/tekst/kemp004ster01_01	kemp004	1929	1929	exact	1920	1920	False	False	False	True			1929	Kemp, Mathias		(Maastricht 31 december 1890 - Maastricht 7 augustus 1964)	1929	1947	Maastricht 31 december 1890	Maastricht	31.0	12.0	1890.0	19.0	Maastricht 7 augustus 1964	Maastricht	7.0	8.0	1964.0	20.0
werm001boy_02	Boy	1930	1ste druk	uitgave	Henri	van	Wermeskerken	Veen	Amsterdam	nl	proza	werm001boy_02_01	https://www.dbnl.org/tekst/werm001boy_02_01	werm001	1907	1907	exact	1930	1930	False	False	False	True	werm001boy_02	1907-1907	1907-1907	Wermeskerken, Henri van		(1886 -   1964)	1907	1907	1886				1886.0	19.0	1964				1964.0	20.0
flee001kron01	Kronijken	1930	1ste druk	werk	Emiel		Fleerackers	Bode van het H. Hart		be	proza	flee001kron01_01	https://www.dbnl.org/tekst/flee001kron01_01	flee001	1930	1930	exact	1930	1930	False	False	False	True			1930	Fleerackers, Emiel		(Turnhout 17 april 1877 - Turnhout 1 juli 1948)	1921	1935	Turnhout 17 april 1877	Turnhout	17.0	4.0	1877.0	19.0	Turnhout 1 juli 1948	Turnhout	1.0	7.0	1948.0	20.0
prij001bewo01	Een bewogen vrijdag op de Breestraat (onder pseudoniem Sani van Bussum)	1930	1ste druk	werk	Sientje		Prijes	Em. Querido's Uitgevers-Mij	Amsterdam	nl	proza	prij001bewo01_01	https://www.dbnl.org/tekst/prij001bewo01_01	prij001	1930	1930	exact	1930	1930	False	False	False	True			1930	Prijes, Sientje		(Amsterdam 7 augustus 1876 - Amsterdam 8 juli 1933)	1930	1930	Amsterdam 7 augustus 1876	Amsterdam	7.0	8.0	1876.0	19.0	Amsterdam 8 juli 1933	Amsterdam	8.0	7.0	1933.0	20.0
goud005jank01	Jankef's oude sleutel	1930	1ste druk	werk	Sam		Goudsmit	Querido	Amsterdam	nl	proza	goud005jank01_01	https://www.dbnl.org/tekst/goud005jank01_01	goud005	1930	1930	exact	1930	1930	False	False	False	True			1930	Goudsmit, Sam		(Kampen 1884 -   1954)	1907	1936	Kampen 1884	Kampen			1884.0	19.0	1954				1954.0	20.0
snie001arme03	Werken. Deel 35. Arme Julia	1930	1ste druk	uitgave	August		Snieders	Maatschappij voor God en 't volk	Antwerpen	be	proza	snie001arme03_01	https://www.dbnl.org/tekst/snie001arme03_01	snie001	1862	1862	exact	1930	1930	False	False	False	True	snie001arme03	1862-1862	1862-1862	Snieders, August		(Bladel 8 mei 1825 - Borgerhout 19 november 1904)	1851	1931	Bladel 8 mei 1825	Bladel	8.0	5.0	1825.0	19.0	Borgerhout 19 november 1904	Borgerhout	19.0	11.0	1904.0	20.0
snie001jank02	Werken. Deel 36. Het Jan-Klaassen-spel	1930	1ste druk	uitgave	August		Snieders	Maatschappij voor God en 't volk	Antwerpen	be	proza	snie001jank02_01	https://www.dbnl.org/tekst/snie001jank02_01	snie001	1863	1863	exact	1930	1930	False	False	False	True	snie001jank02	1863-1863	1863-1863	Snieders, August		(Bladel 8 mei 1825 - Borgerhout 19 november 1904)	1851	1931	Bladel 8 mei 1825	Bladel	8.0	5.0	1825.0	19.0	Borgerhout 19 november 1904	Borgerhout	19.0	11.0	1904.0	20.0
snie001avon02	Werken. Deel 37. Avond en morgen	1930	1ste druk	uitgave	August		Snieders	"Maatschappij ""Voor God en 't Volk"""	Antwerpen	be	proza	snie001avon02_01	https://www.dbnl.org/tekst/snie001avon02_01	snie001	1860	1860	exact	1930	1930	False	False	False	True	snie001avon02	1860-1860	1860-1860	Snieders, August		(Bladel 8 mei 1825 - Borgerhout 19 november 1904)	1851	1931	Bladel 8 mei 1825	Bladel	8.0	5.0	1825.0	19.0	Borgerhout 19 november 1904	Borgerhout	19.0	11.0	1904.0	20.0
kiev001dikt03	Dik Trom en zijn dorpsgenooten	1930	5de druk	herdruk	C.J.		Kieviet	Gebr. Kluitman	Alkmaar	nl	proza	kiev001dikt03_01	https://www.dbnl.org/tekst/kiev001dikt03_01	kiev001	1920	1920	exact	1930	1930	False	False	False	True	kiev001dikt03	1920-1920	1920-1920	Kieviet, C.J.	[Cornelis Johannes]	(Hoofddorp 8 maart 1858 - Wassenaar 10 augustus 1931)	1890	1933	Hoofddorp 8 maart 1858	Hoofddorp	8.0	3.0	1858.0	19.0	Wassenaar 10 augustus 1931	Wassenaar	10.0	8.0	1931.0	20.0
kiev001frit03	Frits Wardland 	1930	5de druk	herdruk	C.J.		Kieviet	P. Kluitman	Alkmaar	nl	proza	kiev001frit03_01	https://www.dbnl.org/tekst/kiev001frit03_01	kiev001	1901	1901	exact	1930	1930	False	False	False	True	kiev001frit03	1901-1901	1901-1901	Kieviet, C.J.	[Cornelis Johannes]	(Hoofddorp 8 maart 1858 - Wassenaar 10 augustus 1931)	1890	1933	Hoofddorp 8 maart 1858	Hoofddorp	8.0	3.0	1858.0	19.0	Wassenaar 10 augustus 1931	Wassenaar	10.0	8.0	1931.0	20.0
krie012eddy02	Eddy en Freddy (onder ps. P. Koekoek)	1930	3de druk	herdruk	Charles		Krienen	Gebr. Kluitman	Alkmaar	nl	proza	krie012eddy02_01	https://www.dbnl.org/tekst/krie012eddy02_01	krie012	1918	1918	exact	1930	1930	False	False	False	True	krie012eddy02	1918-1918	1918-1918	Krienen, Charles		(Laag-Keppel 30 november 1873 - Amsterdam  1945)	1918	1918	Laag-Keppel 30 november 1873	Laag-Keppel	30.0	11.0	1873.0	19.0	Amsterdam  1945	Amsterdam 			1945.0	20.0
cohe020uitd01	Uit de school geklapt	1930	3de druk	herdruk	Paulina Jacoba		Cohen-de Vries	W. de Haan	Utrecht	nl	proza	cohe020uitd01_01	https://www.dbnl.org/tekst/cohe020uitd01_01	cohe020	1923	1923	exact	1930	1930	False	False	False	True	cohe020uitd01	1923-1923	1923-1923	Cohen-de Vries, Paulina Jacoba	[Paulina Jacoba]	(Amsterdam 10 april 1884 -  19 april 1923)	1923	1923	Amsterdam 10 april 1884	Amsterdam	10.0	4.0	1884.0	19.0	19 april 1923	19		4.0	1923.0	20.0
smed001inde01	In de witte stilte	1930	1ste druk	werk	Alie		Smeding	Nederlandsche Keurboekerij	Amsterdam	nl	proza	smed001inde01_01	https://www.dbnl.org/tekst/smed001inde01_01	smed001	1930	1930	exact	1930	1930	False	False	False	True			1930	Smeding, Alie		(Enkhuizen 17 juli 1890 - Utrecht 5 juli 1938)	1920	1939	Enkhuizen 17 juli 1890	Enkhuizen	17.0	7.0	1890.0	19.0	Utrecht 5 juli 1938	Utrecht	5.0	7.0	1938.0	20.0
smed001gril01	Grillige schaduwen	1930	1ste druk	werk	Alie		Smeding	De Tijdstroom	Huis ter Heide	nl	proza	smed001gril01_01	https://www.dbnl.org/tekst/smed001gril01_01	smed001	1930	1930	exact	1930	1930	False	False	False	True			1930	Smeding, Alie		(Enkhuizen 17 juli 1890 - Utrecht 5 juli 1938)	1920	1939	Enkhuizen 17 juli 1890	Enkhuizen	17.0	7.0	1890.0	19.0	Utrecht 5 juli 1938	Utrecht	5.0	7.0	1938.0	20.0
fore002alei01	Aleid	1930	1ste druk	werk	Ellen		Forest	Van Kampen	Amsterdam	nl	proza	fore002alei01_01	https://www.dbnl.org/tekst/fore002alei01_01	fore002	1930	1930	exact	1930	1930	False	False	False	True			1930	Forest, Ellen		(Maassluis 11 maart 1878 - Laren 1 juni 1959)	1909	1930	Maassluis 11 maart 1878	Maassluis	11.0	3.0	1878.0	19.0	Laren 1 juni 1959	Laren	1.0	6.0	1959.0	20.0
verm025reis01	De reis door het leven	1930	1ste druk	werk	Edward		Vermeulen	Lannoo	Thielt	be	proza	verm025reis01_01	https://www.dbnl.org/tekst/verm025reis01_01	verm025	1930	1930	exact	1930	1930	False	False	False	True			1930	Vermeulen, Edward		(Beselare 19 april 1861 - Hooglede 6 juli 1934)	1927	1934	Beselare 19 april 1861	Beselare	19.0	4.0	1861.0	19.0	Hooglede 6 juli 1934	Hooglede	6.0	7.0	1934.0	20.0
kiev001moor01	De moord bij den hertenkamp. Detective-roman	1930	1ste druk	werk	C.J.		Kieviet	Bruna	Utrecht	nl	proza	kiev001moor01_01	https://www.dbnl.org/tekst/kiev001moor01_01	kiev001	1930	1930	exact	1930	1930	False	False	False	True			1930	Kieviet, C.J.	[Cornelis Johannes]	(Hoofddorp 8 maart 1858 - Wassenaar 10 augustus 1931)	1890	1933	Hoofddorp 8 maart 1858	Hoofddorp	8.0	3.0	1858.0	19.0	Wassenaar 10 augustus 1931	Wassenaar	10.0	8.0	1931.0	20.0
kiev001beni03	Benito, de jonge zwerver	1930	1ste druk	werk	C.J.		Kieviet	Paul C. Kaiser Biskwie-, Koek- en Beschuitfabrieken/Mortelman	Rotterdam/'s-Gravenhage	nl	proza	kiev001beni03_01	https://www.dbnl.org/tekst/kiev001beni03_01	kiev001	1930	1930	exact	1930	1930	False	False	False	True			1930	Kieviet, C.J.	[Cornelis Johannes]	(Hoofddorp 8 maart 1858 - Wassenaar 10 augustus 1931)	1890	1933	Hoofddorp 8 maart 1858	Hoofddorp	8.0	3.0	1858.0	19.0	Wassenaar 10 augustus 1931	Wassenaar	10.0	8.0	1931.0	20.0
veth002prik04	Prikkel-idyllen. Deel 3	1930	1ste druk	uitgave	Cornelis		Veth			nl	proza	veth002prik04_01	https://www.dbnl.org/tekst/veth002prik04_01	veth002	1915	1916	exact	1930	1930	False	False	False	True	veth002prik04	1915-1916	1915-1916	Veth, Cornelis	[Anne Cornelis]	(Dordrecht 3 maart 1880 - Den Haag 5 maart 1962)	1912	1916	Dordrecht 3 maart 1880	Dordrecht	3.0	3.0	1880.0	19.0	Den Haag 5 maart 1962	Den Haag	5.0	3.0	1962.0	20.0
