ti_id	titel	jaar	druk	categorie	voornaam	voorvoegsel	achternaam	uitgever	plaats_van_uitgave	cc_land	genre	geplaatst	link naar DBNL.org	author_id	year_start	year_end	year_precision	decade_start	decade_end	is_anonymous	no_author_id	is_magazine	is_prose
loui001jann01	Janneke de pionierster	1904	1ste druk	werk			Louise B.B.	Van Holkema & Warendorf	Amsterdam	nl	proza	loui001jann01_01	https://www.dbnl.org/tekst/loui001jann01_01	loui001	1904	1904	exact	1900	1900	False	False	False	True
stij007hard01	Hard labeur	1904	1ste druk	werk	Reimond		Stijns	Boogaerdt	Rotterdam	nl	proza	stij007hard01_01	https://www.dbnl.org/tekst/stij007hard01_01	stij007	1904	1904	exact	1900	1900	False	False	False	True
verm011last01	De last	1904	1ste druk	werk	Gustaaf		Vermeersch		Bussum	nl	proza	verm011last01_01	https://www.dbnl.org/tekst/verm011last01_01	verm011	1904	1904	exact	1900	1900	False	False	False	True
sche034zwer01	Een zwerver verliefd	1904	1ste druk	werk	Arthur	van	Schendel	Versluys	Amsterdam	nl	proza	sche034zwer01_01	https://www.dbnl.org/tekst/sche034zwer01_01	sche034	1904	1904	exact	1900	1900	False	False	False	True
boek001pahk01	Pàhkasinum	1904	1ste druk	werk			Boeka			nl	proza	boek001pahk01_01	https://www.dbnl.org/tekst/boek001pahk01_01	boek001	1904	1904	exact	1900	1900	False	False	False	True
quer002zege01	Zegepraal	1904	1ste druk	werk	Israël		Querido	Bohn	Haarlem	nl	proza	quer002zege01_01	https://www.dbnl.org/tekst/quer002zege01_01	quer002	1904	1904	exact	1900	1900	False	False	False	True
pott002ssch01	Bouck der bloemen	1904	1ste druk	uitgave	Dirc		Potter				proza	pott002ssch01_01	https://www.dbnl.org/tekst/pott002ssch01_01	pott002	1904	1904	exact	1900	1900	False	False	False	True
love002twis01	De twistappel	1904	1ste druk	werk	Virginie		Loveling	W.L. Brusse	Rotterdam	nl	proza	love002twis01_01	https://www.dbnl.org/tekst/love002twis01_01	love002	1904	1904	exact	1900	1900	False	False	False	True
penn006wate03	De watervloed. Een verhaal van den Sint-Elizabethsvloed 	1904	1ste druk	werk	Louwrens		Penning	G.F. Callenbach	Nijkerk	nl	proza	penn006wate03_01	https://www.dbnl.org/tekst/penn006wate03_01	penn006	1904	1904	exact	1900	1900	False	False	False	True
rhod001stij05	Stijfkopje op school	1904	4de druk	herdruk	Emmy	von	Rhoden	Van Holkema & Warendorf	Amsterdam	nl	proza	rhod001stij05_01	https://www.dbnl.org/tekst/rhod001stij05_01	rhod001	1904	1904	exact	1900	1900	False	False	False	True
zaal004inde01	In de klauwen van den gelen draak	1904	1ste druk	werk	Louise		Zaalberg	W. Hilarius Wzn	Almelo	nl	proza	zaal004inde01_01	https://www.dbnl.org/tekst/zaal004inde01_01	zaal004	1904	1904	exact	1900	1900	False	False	False	True
rikk001codj01	Codjo, de brandstichter	1904	1ste druk	werk	H. F.		Rikken	Timmerman	Paramaribo	sur	proza	rikk001codj01_01	https://www.dbnl.org/tekst/rikk001codj01_01	rikk001	1904	1904	exact	1900	1900	False	False	False	True
gogh002inhe01	In het bloembollenland	1904	1ste druk	werk	Anna	van	Gogh-Kaulbach	J.B. Wolters	Groningen	nl	proza	gogh002inhe01_01	https://www.dbnl.org/tekst/gogh002inhe01_01	gogh002	1904	1904	exact	1900	1900	False	False	False	True
reyn008zeve01	Zeventien	1904	1ste druk	werk	Jeanne		Reyneke van Stuwe	L.J. Veen	Amsterdam	nl	proza	reyn008zeve01_01	https://www.dbnl.org/tekst/reyn008zeve01_01	reyn008	1904	1904	exact	1900	1900	False	False	False	True
abee001kare01	Karel en Theresia	1904	2de, herziene druk	herdruk	Albijn	van den	Abeele	V. Delille	Maldeghem	be	proza	abee001kare01_01	https://www.dbnl.org/tekst/abee001kare01_01	abee001	1904	1904	exact	1900	1900	False	False	False	True
scha042spro01	Sprotje	1905	1ste druk	werk	Margo		Scharten-Antink	Schreuders	Amsterdam	nl	proza	scha042spro01_01	https://www.dbnl.org/tekst/scha042spro01_01	scha042	1905	1905	exact	1900	1900	False	False	False	True
verm011mann01	Mannenwetten. Deel 1	1905	1ste druk	werk	Gustaaf		Vermeersch	C.A.J. van Dishoeck	Bussum	nl	proza	verm011mann01_01	https://www.dbnl.org/tekst/verm011mann01_01	verm011	1905	1905	exact	1900	1900	False	False	False	True
oeve003kemp01	Kempische vertelsels	1905	1ste druk	werk	Karel	van den	Oever	Victor Delille	Maldegem	be	proza	oeve003kemp01_01	https://www.dbnl.org/tekst/oeve003kemp01_01	oeve003	1905	1905	exact	1900	1900	False	False	False	True
boud007kind01	Kinderen	1905	1ste druk	werk	Ina		Boudier-Bakker	Van Kampen & Zoon	Amsterdam	nl	proza	boud007kind01_01	https://www.dbnl.org/tekst/boud007kind01_01	boud007	1905	1905	exact	1900	1900	False	False	False	True
coen006burg01	Burgermenschen	1905	1ste druk	werk	Frans		Coenen	W.L. & J. Brusse	Rotterdam	nl	proza	coen006burg01_01	https://www.dbnl.org/tekst/coen006burg01_01	coen006	1905	1905	exact	1900	1900	False	False	False	True
hoek132manv01	De man van Timbuctu	1905	1ste druk	werk	Henri	van der	Hoek	A.W. Bruna & Zoon	Utrecht	nl	proza	hoek132manv01_01	https://www.dbnl.org/tekst/hoek132manv01_01	hoek132	1905	1905	exact	1900	1900	False	False	False	True
hove006naar01	Naar Holland en terug	1905	1ste druk	werk	Thérèse		Hoven	Valkhoff & Co	Amersfoort	nl	proza	hove006naar01_01	https://www.dbnl.org/tekst/hove006naar01_01	hove006	1905	1905	exact	1900	1900	False	False	False	True
witm001lach03	Lachebekje	1905	2de druk	herdruk	Tine	van	Berken	H.J.W. Becht	Amsterdam	nl	proza	witm001lach03_01	https://www.dbnl.org/tekst/witm001lach03_01	witm001	1905	1905	exact	1900	1900	False	False	False	True
witm001uite01	Uit en thuis	1905	2de druk	herdruk	Tine	van	Berken	H.J.W. Becht	Amsterdam	nl	proza	witm001uite01_01	https://www.dbnl.org/tekst/witm001uite01_01	witm001	1905	1905	exact	1900	1900	False	False	False	True
witm001onde03	Onder vriendjes	1905	2de druk	herdruk	Tine	van	Berken	H.J.W. Becht	Amsterdam	nl	proza	witm001onde03_01	https://www.dbnl.org/tekst/witm001onde03_01	witm001	1905	1905	exact	1900	1900	False	False	False	True
tane001scho01	Een schooljongen op reis	1905	1ste druk	werk	Karl		Tanera	P. van Belkum Azn.	Zutphen	nl	proza	tane001scho01_01	https://www.dbnl.org/tekst/tane001scho01_01	tane001	1905	1905	exact	1900	1900	False	False	False	True
reyn008huiz01	Zijden en keerzijden. Deel 1. Huize ter Aar	1905	1ste druk	werk	Jeanne		Reyneke van Stuwe	L.J. Veen	Amsterdam	nl	proza	reyn008huiz01_01	https://www.dbnl.org/tekst/reyn008huiz01_01	reyn008	1905	1905	exact	1900	1900	False	False	False	True
coup002berg01	De berg van licht	1905-1906	1ste druk	werk	Louis		Couperus	Veen	Amsterdam	nl	proza	coup002berg01_01	https://www.dbnl.org/tekst/coup002berg01_01	coup002	1905	1906	exact	1900	1900	False	False	False	True
love002erfe01	Erfelijk belast	1906	1ste druk	werk	Virginie		Loveling	W.L.& J. Brusse		nl	proza	love002erfe01_01	https://www.dbnl.org/tekst/love002erfe01_01	love002	1906	1906	exact	1900	1900	False	False	False	True
kiev001woel07	In woelige dagen	1906	3de druk	herdruk	C.J.		Kieviet	Van Holkema & Warendorf	Amsterdam	nl	proza	kiev001woel07_01	https://www.dbnl.org/tekst/kiev001woel07_01	kiev001	1906	1906	exact	1900	1900	False	False	False	True
coen006zwak01	Een zwakke	1906	2de druk	herdruk	Frans		Coenen	Loman & Funke	's-Gravenhage	nl	proza	coen006zwak01_01	https://www.dbnl.org/tekst/coen006zwak01_01	coen006	1906	1906	exact	1900	1900	False	False	False	True
niem008gehe01	Het geheim van de Mummie 	1906	1ste druk	werk	August		Niemann	H.C.A. Campagne & Zoon	Amsterdam	nl	proza	niem008gehe01_01	https://www.dbnl.org/tekst/niem008gehe01_01	niem008	1906	1906	exact	1900	1900	False	False	False	True
jowa001claa01	Claartje	1906	1ste druk	werk	A.		Jowal	G. Schreuders	Amsterdam	nl	proza	jowa001claa01_01	https://www.dbnl.org/tekst/jowa001claa01_01	jowa001	1906	1906	exact	1900	1900	False	False	False	True
eren001kort01	Korte verhalen	1906	1ste druk	werk	Emile		Erens	S.L. van Looy	Amsterdam	nl	proza	eren001kort01_01	https://www.dbnl.org/tekst/eren001kort01_01	eren001	1906	1906	exact	1900	1900	False	False	False	True
bosb002enge02	Engelschen te Rome. Romantische épisode uit de regering van paus Sixtus V	1906	?	uitgave	A.L.G.		Bosboom-Toussaint	Bolle	Rotterdam	nl	proza	bosb002enge02_01	https://www.dbnl.org/tekst/bosb002enge02_01	bosb002	1906	1906	exact	1900	1900	False	False	False	True
kiev001twee09	De twee broeders. Een Kennemer legende uit de jaren 1420-1436	1906	1ste druk	werk	C.J.		Kieviet	P. Kluitman	Alkmaar	nl	proza	kiev001twee09_01	https://www.dbnl.org/tekst/kiev001twee09_01	kiev001	1906	1906	exact	1900	1900	False	False	False	True
kiev001aben05	Ab en z'n vrienden	1906	2de druk	herdruk	C.J.		Kieviet	Valkhoff & Co.	Amersfoort	nl	proza	kiev001aben05_01	https://www.dbnl.org/tekst/kiev001aben05_01	kiev001	1906	1906	exact	1900	1900	False	False	False	True
brus002land01	Landlooperij	1906	1ste druk	werk	M.J.		Brusse	W.L. & J. Brusse	Rotterdam	nl	proza	brus002land01_01	https://www.dbnl.org/tekst/brus002land01_01	brus002	1906	1906	exact	1900	1900	False	False	False	True
albe002hare01	Den harem ontvlucht. Een Turksch verhaal uit onze dagen (juni 1904-1906)	1906	1ste druk	werk	Catharina		Alberdingk Thijm	N.J. Boon	Amsterdam	nl	proza	albe002hare01_01	https://www.dbnl.org/tekst/albe002hare01_01	albe002	1906	1906	exact	1900	1900	False	False	False	True
albe002koni03	Koningsliefde. Het drama in Servië	1906	1ste druk	werk	Catharina		Alberdingk Thijm	Boon	Amsterdam	nl	proza	albe002koni03_01	https://www.dbnl.org/tekst/albe002koni03_01	albe002	1906	1906	exact	1900	1900	False	False	False	True
stre009vlas01	De vlaschaard	1907	1ste druk	werk	Stijn		Streuvels	Veen	Amsterdam	nl	proza	stre009vlas01_01	https://www.dbnl.org/tekst/stre009vlas01_01	stre009	1907	1907	exact	1900	1900	False	False	False	True
verm011nazo01	Nazomer	1907	1ste druk	werk	Gustaaf		Vermeersch	Meindert Boogaerdt jun.	Rotterdam	nl	proza	verm011nazo01_01	https://www.dbnl.org/tekst/verm011nazo01_01	verm011	1907	1907	exact	1900	1900	False	False	False	True
sche034zwer02	Een zwerver verdwaald	1907	1ste druk	werk	Arthur	van	Schendel	Versluys	Amsterdam	nl	proza	sche034zwer02_01	https://www.dbnl.org/tekst/sche034zwer02_01	sche034	1907	1907	exact	1900	1900	False	False	False	True
salo001meis01	Een meisje-studentje	1907	1ste druk	werk	Annie		Salomons	C.A.J. van Dishoeck	Bussum	nl	proza	salo001meis01_01	https://www.dbnl.org/tekst/salo001meis01_01	salo001	1907	1907	exact	1900	1900	False	False	False	True
love002jong01	Jonggezellen levens	1907	1ste druk	werk	Virginie		Loveling	A.W. Bruna en Zoon	Utrecht	nl	proza	love002jong01_01	https://www.dbnl.org/tekst/love002jong01_01	love002	1907	1907	exact	1900	1900	False	False	False	True
muld014humo01	Humor en satire	1907	1ste druk	uitgave	Lodewijk		Mulder	Nijhoff	's-Gravenhage	nl	proza	muld014humo01_01	https://www.dbnl.org/tekst/muld014humo01_01	muld014	1907	1907	exact	1900	1900	False	False	False	True
maur005vana01	Van allerlei slag	1907	5de druk	herdruk	Justus	van	Maurik	Van Holkema & Warendorf	Amsterdam	nl	proza	maur005vana01_01	https://www.dbnl.org/tekst/maur005vana01_01	maur005	1907	1907	exact	1900	1900	False	False	False	True
brug004insc01	In de schaduw (van kinderleven)	1907	1ste druk	werk	Carry	van	Bruggen	Van Holkema & Warendorf	Amsterdam	nl	proza	brug004insc01_01	https://www.dbnl.org/tekst/brug004insc01_01	brug004	1907	1907	exact	1900	1900	False	False	False	True
hulz002ontr01	De ontredderden. Eerste bundel	1907	1ste druk	werk	Gerard	van	Hulzen	Maatschappij voor Goede en Goedkoope Lectuur	Amsterdam	nl	proza	hulz002ontr01_01	https://www.dbnl.org/tekst/hulz002ontr01_01	hulz002	1907	1907	exact	1900	1900	False	False	False	True
hulz002wrak01	Wrakke levens	1907	1ste druk	werk	Gerard	van	Hulzen	Schreuders, voor de Mij voor goede en goedkoope lectuur	Amsterdam	nl	proza	hulz002wrak01_01	https://www.dbnl.org/tekst/hulz002wrak01_01	hulz002	1907	1907	exact	1900	1900	False	False	False	True
woud008mijn04	Mijne levensherinneringen	1907	1ste druk	werk	Johanna	van	Woude	Vincent Loosjes	Haarlem	nl	proza	woud008mijn04_01	https://www.dbnl.org/tekst/woud008mijn04_01	woud008	1907	1907	exact	1900	1900	False	False	False	True
waal007noor01	Noortje Velt	1907	1ste druk	werk	Jacqueline	van der	Waals	Erven F. Bohn	Haarlem	nl	proza	waal007noor01_01	https://www.dbnl.org/tekst/waal007noor01_01	waal007	1907	1907	exact	1900	1900	False	False	False	True
kiev001okke02	Okke Tannema	1907	2de druk	herdruk	C.J.		Kieviet	Van Holkema & Warendorf	Amsterdam	nl	proza	kiev001okke02_01	https://www.dbnl.org/tekst/kiev001okke02_01	kiev001	1907	1907	exact	1900	1900	False	False	False	True
kiev001club02	De club op reis	1907	3de druk	herdruk	C.J.		Kieviet	Van Holkema & Warendorf	Amsterdam	nl	proza	kiev001club02_01	https://www.dbnl.org/tekst/kiev001club02_01	kiev001	1907	1907	exact	1900	1900	False	False	False	True
scha042cath02	Catherine	1907	2de druk	herdruk	Margo		Scharten-Antink	Maatschappij voor Goede en Goedkoope Lectuur	Amsterdam	nl	proza	scha042cath02_01	https://www.dbnl.org/tekst/scha042cath02_01	scha042	1907	1907	exact	1900	1900	False	False	False	True
hulz002zwer03	Zwervers. Tweede boek	1907	1ste druk	werk	Gerard	van	Hulzen	Maas & Van Suchtelen	Amsterdam / Leipzig	nl	proza	hulz002zwer03_01	https://www.dbnl.org/tekst/hulz002zwer03_01	hulz002	1907	1907	exact	1900	1900	False	False	False	True
reyn008arl_01	Zijden en keerzijden. Deel 3. Arl	1907	1ste druk	werk	Jeanne		Reyneke van Stuwe	L.J. Veen	Amsterdam	nl	proza	reyn008arl_01_01	https://www.dbnl.org/tekst/reyn008arl_01_01	reyn008	1907	1907	exact	1900	1900	False	False	False	True
thij006bare01	Barend Wels	1908	1ste druk	werk	Theo		Thijssen	C.A.J. van Dishoeck	Bussum	nl	proza	thij006bare01_01	https://www.dbnl.org/tekst/thij006bare01_01	thij006	1908	1908	exact	1900	1900	False	False	False	True
paap002dood01	De doodsklok van het Damrak	1908	1ste druk	werk	Willem		Paap	Vivat	Amsterdam	nl	proza	paap002dood01_01	https://www.dbnl.org/tekst/paap002dood01_01	paap002	1908	1908	exact	1900	1900	False	False	False	True
paap002vinc01	Vincent Haman	1908	2de druk	herdruk	Willem		Paap	Vivat	Amsterdam	nl	proza	paap002vinc01_01	https://www.dbnl.org/tekst/paap002vinc01_01	paap002	1908	1908	exact	1900	1900	False	False	False	True
abko001hein01	Hein Stavast	1908	1ste druk	werk	Chr.	van	Abkoude	Kluitman	Alkmaar	nl	proza	abko001hein01_01	https://www.dbnl.org/tekst/abko001hein01_01	abko001	1908	1908	exact	1900	1900	False	False	False	True
corn100beli01	Belijdenis en leven	1908	7de druk	herdruk			Cornelia	G.F. Callenbach	Nijkerk	nl	proza	corn100beli01_01	https://www.dbnl.org/tekst/corn100beli01_01	corn100	1908	1908	exact	1900	1900	False	False	False	True
loui001njoo01	Njootje en Nonnie	1908	1ste druk	werk			Louise B.B.	A.W. Bruna & Zn	Utrecht	nl	proza	loui001njoo01_01	https://www.dbnl.org/tekst/loui001njoo01_01	loui001	1908	1908	exact	1900	1900	False	False	False	True
witm001mijn03	Mijn zusters en ik	1908	2de druk	herdruk	Tine	van	Berken	H.J.W. Becht	Amsterdam	nl	proza	witm001mijn03_01	https://www.dbnl.org/tekst/witm001mijn03_01	witm001	1908	1908	exact	1900	1900	False	False	False	True
witm001goed01	Goede kameraadjes	1908	3de druk	herdruk	Tine	van	Berken	H.J.W. Becht	Amsterdam	nl	proza	witm001goed01_01	https://www.dbnl.org/tekst/witm001goed01_01	witm001	1908	1908	exact	1900	1900	False	False	False	True
hulz002ontr02	De ontredderden. Tweede bundel	1908	1ste druk	werk	Gerard	van	Hulzen	Maatschappij voor Goede en Goedkoope Lectuur	Amsterdam	nl	proza	hulz002ontr02_01	https://www.dbnl.org/tekst/hulz002ontr02_01	hulz002	1908	1908	exact	1900	1900	False	False	False	True
zegg001goud01	De gouden kris	1908	1ste druk	werk	Marie C.	van	Zeggelen	Masereeuw & Bouten	Rotterdam	nl	proza	zegg001goud01_01	https://www.dbnl.org/tekst/zegg001goud01_01	zegg001	1908	1908	exact	1900	1900	False	False	False	True
feit004reis01	De reis om de wereld in veertig dagen of De zoon van Phileas Fogg	1908	1ste druk	werk	Jan		Feith	Scheltens & Giltay	Amsterdam	nl	proza	feit004reis01_01	https://www.dbnl.org/tekst/feit004reis01_01	feit004	1908	1908	exact	1900	1900	False	False	False	True
fore002pass01	Passiebloemen (onder de naam Lucy d'Audretsch)	1909	1ste druk	werk	Ellen		Forest	Meindert Boogaerdt Jun.	Zeist	nl	proza	fore002pass01_01	https://www.dbnl.org/tekst/fore002pass01_01	fore002	1909	1909	exact	1900	1900	False	False	False	True
thij006jong01	Jongensdagen	1909	1ste druk	werk	Theo		Thijssen	C.A.J. van Dishoeck	Bussum	nl	proza	thij006jong01_01	https://www.dbnl.org/tekst/thij006jong01_01	thij006	1909	1909	exact	1900	1900	False	False	False	True
teir001ivor01	Het ivoren aapje	1909	1ste druk	werk	Herman		Teirlinck	Wereldbibliotheek	Amsterdam	nl	proza	teir001ivor01_01	https://www.dbnl.org/tekst/teir001ivor01_01	teir001	1909	1909	exact	1900	1900	False	False	False	True
broe019hofs01	Hofstad. Deel 1	1909	1ste druk	werk	Johan W.		Broedelet	Meindert Boogaerdt Jun.	Zeist	nl	proza	broe019hofs01_01	https://www.dbnl.org/tekst/broe019hofs01_01	broe019	1909	1909	exact	1900	1900	False	False	False	True
scha042spro02	Sprotje heeft een dienst	1909	1ste druk	werk	Margo		Scharten-Antink	Maatschappij voor Goede en Goedkoope Lectuur	Amsterdam	nl	proza	scha042spro02_01	https://www.dbnl.org/tekst/scha042spro02_01	scha042	1909	1909	exact	1900	1900	False	False	False	True
boud007dorr01	Een dorre plant	1909	1ste druk	werk	Ina		Boudier-Bakker	W.L. en J. Brusse	Rotterdam	nl	proza	boud007dorr01_01	https://www.dbnl.org/tekst/boud007dorr01_01	boud007	1909	1909	exact	1900	1900	False	False	False	True
brug004goen01	Goenong-Djatti	1909	1ste druk	werk	Carry	van	Bruggen	Becht	Amsterdam	nl	proza	brug004goen01_01	https://www.dbnl.org/tekst/brug004goen01_01	brug004	1909	1909	exact	1900	1900	False	False	False	True
brug004nbad01	'n Badreisje in de tropen	1909	1ste druk	werk	Carry	van	Bruggen	Becht	Amsterdam	nl	proza	brug004nbad01_01	https://www.dbnl.org/tekst/brug004nbad01_01	brug004	1909	1909	exact	1900	1900	False	False	False	True
broe019hofs02	Hofstad. Deel 2	1909	1ste druk	werk	Johan W.		Broedelet	Meindert Boogaerdt Jun.	Zeist	nl	proza	broe019hofs02_01	https://www.dbnl.org/tekst/broe019hofs02_01	broe019	1909	1909	exact	1900	1900	False	False	False	True
eede003nach01	De nachtbruid	1909	1ste druk	werk	Frederik	van	Eeden	Versluys	Amsterdam	nl	proza	eede003nach01_01	https://www.dbnl.org/tekst/eede003nach01_01	eede003	1909	1909	exact	1900	1900	False	False	False	True
kiev001badr03	Het badreisje van Cor Slung	1909	3de druk	herdruk	C.J.		Kieviet			nl	proza	kiev001badr03_01	https://www.dbnl.org/tekst/kiev001badr03_01	kiev001	1909	1909	exact	1900	1900	False	False	False	True
soer001cath01	Catharina	1909	1ste druk	werk	Elise		Soer	Sijthoff	Leiden	nl	proza	soer001cath01_01	https://www.dbnl.org/tekst/soer001cath01_01	soer001	1909	1909	exact	1900	1900	False	False	False	True
wehl002voor01	Vooruitgestuurd	1909	1ste druk	werk	Nannie	van	Wehl	L.J. Veen	Amsterdam	nl	proza	wehl002voor01_01	https://www.dbnl.org/tekst/wehl002voor01_01	wehl002	1909	1909	exact	1900	1900	False	False	False	True
maur005oude01	Oude kennissen	1909	2de druk	herdruk	Justus	van	Maurik	Van Holkema & Warendorf	Amsterdam	nl	proza	maur005oude01_01	https://www.dbnl.org/tekst/maur005oude01_01	maur005	1909	1909	exact	1900	1900	False	False	False	True
maur005stil01	Stille menschen	1909	2de druk	herdruk	Justus	van	Maurik	Van Holkema & Warendorf	Amsterdam	nl	proza	maur005stil01_01	https://www.dbnl.org/tekst/maur005stil01_01	maur005	1909	1909	exact	1900	1900	False	False	False	True
twai001lotg10	De lotgevallen van Tom Sawyer	1909	7de druk	herdruk	Mark		Twain	Van Holkema & Warendorf	Amsterdam	nl	proza	twai001lotg10_01	https://www.dbnl.org/tekst/twai001lotg10_01	twai001	1909	1909	exact	1900	1900	False	False	False	True
reyn008vrij01	Zijden en keerzijden. Deel 5. Vrije kracht. Uit het leven van Odilia Berghem, medisch studente	1909	1ste druk	werk	Jeanne		Reyneke van Stuwe	L.J. Veen	Amsterdam	nl	proza	reyn008vrij01_01	https://www.dbnl.org/tekst/reyn008vrij01_01	reyn008	1909	1909	exact	1900	1900	False	False	False	True
verm011roll01	Het rollende leven. Deel 1	1910	1ste druk	werk	Gustaaf		Vermeersch			be	proza	verm011roll01_01	https://www.dbnl.org/tekst/verm011roll01_01	verm011	1910	1910	exact	1910	1910	False	False	False	True
verm011roll02	Het rollende leven. Deel 2	1910	1ste druk	werk	Gustaaf		Vermeersch	C.A.J. van Dishoeck	Bussum	nl	proza	verm011roll02_01	https://www.dbnl.org/tekst/verm011roll02_01	verm011	1910	1910	exact	1910	1910	False	False	False	True
tous004land01	Landelijk minnespel	1910	1ste druk	werk	Fernand		Toussaint van Boelaere	Toussaint Crick	Halle bij Brussel	be	proza	tous004land01_01	https://www.dbnl.org/tekst/tous004land01_01	tous004	1910	1910	exact	1910	1910	False	False	False	True
buys009ezel01	Het 'ezelken', wat niet vergeten was	1910	1ste druk	werk	Cyriel		Buysse	Van Dishoeck	Bussum	nl	proza	buys009ezel01_01	https://www.dbnl.org/tekst/buys009ezel01_01	buys009	1910	1910	exact	1910	1910	False	False	False	True
abko001time01	Tim en Tom	1910	1ste druk	werk	Chr.	van	Abkoude	Kluitman	Alkmaar	nl	proza	abko001time01_01	https://www.dbnl.org/tekst/abko001time01_01	abko001	1910	1910	exact	1910	1910	False	False	False	True
witm001kibb01	Kibbelaarstertje	1910	2de druk	herdruk	Tine	van	Berken	H.J.W. Becht	Amsterdam	nl	proza	witm001kibb01_01	https://www.dbnl.org/tekst/witm001kibb01_01	witm001	1910	1910	exact	1910	1910	False	False	False	True
woud008holl02	Hollandsch binnenhuisje	1910	10de druk	herdruk	Johanna	van	Woude	Gebr. Kluitman	Alkmaar	nl	proza	woud008holl02_01	https://www.dbnl.org/tekst/woud008holl02_01	woud008	1910	1910	exact	1910	1910	False	False	False	True
vlet002rood03	De roode molen 	1910	1ste druk	werk	A.C.C.	de	Vletter	H. ten Brink	Meppel	nl	proza	vlet002rood03_01	https://www.dbnl.org/tekst/vlet002rood03_01	vlet002	1910	1910	exact	1910	1910	False	False	False	True
ivoi001dick01	Dick Fann en de radium-dieven 	1910	1ste druk	werk	Paul	d'	Ivoi	Erven Martin G. Cohen	Amsterdam	nl	proza	ivoi001dick01_01	https://www.dbnl.org/tekst/ivoi001dick01_01	ivoi001	1910	1910	exact	1910	1910	False	False	False	True
gerd001verl04	De verloren schuldbekentenis 	1910	6de druk	herdruk	Eduard		Gerdes	G.F. Callenbach	Nijkerk	nl	proza	gerd001verl04_01	https://www.dbnl.org/tekst/gerd001verl04_01	gerd001	1910	1910	exact	1910	1910	False	False	False	True
vers010jeug01	Jeugd	1910	1ste druk	werk	Frans		Verschoren	Meindert Bogaardt	Zeist	be	proza	vers010jeug01_01	https://www.dbnl.org/tekst/vers010jeug01_01	vers010	1910	1910	exact	1910	1910	False	False	False	True
brug004verl02	De verlatene	1910	1ste druk	werk	Carry	van	Bruggen	Maatschappij voor Goede en Goedkoope Lectuur	Amsterdam	nl	proza	brug004verl02_01	https://www.dbnl.org/tekst/brug004verl02_01	brug004	1910	1910	exact	1910	1910	False	False	False	True
kind008wond01	De wonderlijke lotgevallen van Jan zonder Vrees	1910	1ste druk	werk	Constant	de	Kinder	L. Opdebeek	Antwerpen	be	proza	kind008wond01_01	https://www.dbnl.org/tekst/kind008wond01_01	kind008	1910	1910	exact	1910	1910	False	False	False	True
maas003land01	Landelijke eenvoud	1910	1ste druk	werk	H.H.J.		Maas	Limburgs Belang	Roermond [etc.]	nl	proza	maas003land01_01	https://www.dbnl.org/tekst/maas003land01_01	maas003	1910	1910	exact	1910	1910	False	False	False	True
schu012janv02	Uit den kostschooltijd van Jan van Beek	1910	1ste druk	werk	J.B.		Schuil	H.J.W. Becht	Amsterdam	nl	proza	schu012janv02_01	https://www.dbnl.org/tekst/schu012janv02_01	schu012	1910	1910	exact	1910	1910	False	False	False	True
stee024abdi01	Een abdisse van Thorn	1911	1ste druk	werk	Albertine		Steenhoff-Smulders	Van Leeuwen	Leiden	nl	proza	stee024abdi01_01	https://www.dbnl.org/tekst/stee024abdi01_01	stee024	1911	1911	exact	1910	1910	False	False	False	True
coup002anti01	Antiek toerisme	1911	1ste druk	werk	Louis		Couperus	Van Holkema & Warendorf	Amsterdam	nl	proza	coup002anti01_01	https://www.dbnl.org/tekst/coup002anti01_01	coup002	1911	1911	exact	1910	1910	False	False	False	True
love002revo01	Een revolverschot	1911	1ste druk	werk	Virginie		Loveling	H. Honig	Utrecht	nl	proza	love002revo01_01	https://www.dbnl.org/tekst/love002revo01_01	love002	1911	1911	exact	1910	1910	False	False	False	True
mela002aand01	Aan d'overkant (onder pseudoniem Max van Ravestein)	1911	1ste druk	werk			Melati van Java	L.J. Veen	Amsterdam	nl	proza	mela002aand01_01	https://www.dbnl.org/tekst/mela002aand01_01	mela002	1911	1911	exact	1910	1910	False	False	False	True
cock005bloe01	Bloemenhoedjes	1911	1ste druk	werk	Jozef	de	Cock	A. van Mullem	Brugge	be	proza	cock005bloe01_01	https://www.dbnl.org/tekst/cock005bloe01_01	cock005	1911	1911	exact	1910	1910	False	False	False	True
lief001zwar02	De zwarte ziel en de blanke huid	1911	4de druk	herdruk	Jan	de	Liefde	J.M. Bredée	Rotterdam	nl	proza	lief001zwar02_01	https://www.dbnl.org/tekst/lief001zwar02_01	lief001	1911	1911	exact	1910	1910	False	False	False	True
reyn008naar01	Zijden en keerzijden. Deel 7. Naar het levend model. De kinderen van Huize ter Aar	1911	1ste druk	werk	Jeanne		Reyneke van Stuwe	L.J. Veen	Amsterdam	nl	proza	reyn008naar01_01	https://www.dbnl.org/tekst/reyn008naar01_01	reyn008	1911	1911	exact	1910	1910	False	False	False	True
cour006geme01	De gemeente-onderwijzer	1911	1ste druk	werk	Johanna Desideria		Courtmans-Berchmans	Victor de Lille	Maldegem	be	proza	cour006geme01_01	https://www.dbnl.org/tekst/cour006geme01_01	cour006	1911	1911	exact	1910	1910	False	False	False	True
